session_id,session_start_hour,session_end_hour,total_ops,total_volume,hour_span
2811,11,11,1,758.8,0
1492,12,12,3,9437.0,0
852,8,8,1,927.78,0
2272,11,11,1,500.0,0
432,19,19,1,250.0,0
1486,14,13,3,612.04,1
1879,9,9,1,983.07,0
3207,19,18,3,88190.51,1
1751,20,20,1,1982.0,0
971,14,14,2,3471.92,0
578,21,20,2,261.03999999999996,1
2921,19,18,2,3547.99,1
194,16,16,2,51100.07,0
1358,14,14,1,3000.0,0
60,18,18,1,1000.0,0
3061,15,15,1,855.89,0
2132,16,17,4,1248.27,1
2671,15,15,1,500.0,0
3326,18,19,4,151715.94,1
2930,19,19,1,1097.8,0
2394,14,14,1,500.0,0
185,23,23,1,4500.0,0
2013,15,15,1,500.0,0
48,19,19,1,6504.24,0
1739,12,12,1,1446.88,0
2945,11,11,1,234.84,0
1882,15,15,2,1200.0,0
307,11,11,1,12943.0,0
1099,11,11,1,33306.0,0
1754,15,15,1,385.0,0
2415,12,13,2,2575.15,1
3192,16,16,1,579.95,0
1090,17,16,2,15737.5,1
1114,14,14,1,38055.5,0
429,20,20,1,216.41,0
2028,11,10,6,2700.0,1
2796,14,14,1,350.83,0
3052,15,15,1,1000.0,0
2138,8,8,1,650.0,0
2805,14,14,2,1018.55,0
2677,8,8,1,1050.0,0
959,18,18,1,751.47,0
2546,19,19,1,500.0,0
2421,11,11,1,400.0,0
2942,22,22,1,958.86,0
709,20,19,2,11700.0,1
3469,16,16,1,43153.0,0
718,15,15,2,14940.0,0
849,20,20,1,200.0,0
1370,19,19,1,2000.0,0
438,14,13,3,1936.84,1
1367,17,17,1,103.0,0
3055,14,14,1,508.42,0
1870,15,15,1,1000.0,0
444,14,14,1,1130.0,0
1242,11,11,1,150.0,0
3070,12,12,2,1000.0,0
1897,19,19,1,465.54,0
2662,20,20,2,2000.0,0
322,14,13,7,33182.34,1
1376,11,11,1,996.0,0
2799,17,17,1,1200.0,0
2424,1,1,1,1000.0,0
167,11,11,2,7652.79,0
2802,23,23,1,321.6,0
712,16,16,1,900.0,0
587,16,16,1,100.0,0
1900,10,11,3,2600.0,1
3210,21,21,2,4105.29,0
57,1,1,1,500.0,0
703,19,19,1,5000.0,0
36,1,1,1,800.0,0
1501,13,13,1,200.0,0
3442,20,19,8,21672.199999999997,1
1742,11,11,1,295.75,0
1745,13,13,1,155.46,0
1087,15,16,2,16441.55,1
1221,10,10,1,1753.0,0
33,21,21,1,1480.0,0
697,1,1,1,530.23,0
700,10,10,1,172.23,0
1483,19,19,2,437.0,0
2001,18,18,1,4000.0,0
3204,14,14,2,42050.0,0
1760,13,14,3,964.0,1
2656,10,10,2,1300.0,0
831,13,13,3,7500.0,0
2924,14,14,1,2602.6,0
447,14,14,1,700.0,0
691,18,18,1,165.25,0
176,13,14,2,1800.0,1
2817,19,19,1,251.5,0
2150,13,12,2,3500.0,1
3198,14,15,4,98250.0,1
441,17,17,3,600.0,0
2004,11,11,1,200.0,0
2010,20,20,1,800.0,0
51,1,1,1,9922.0,0
980,16,16,1,974.16,0
2525,11,11,1,1000.0,0
968,16,16,1,694.4,0
304,21,21,1,4469.3,0
965,16,16,1,513.84,0
2528,9,9,1,2151.66,0
1894,11,12,2,461.0,1
2686,14,14,1,400.0,0
1632,17,17,1,397.2,0
3183,11,11,1,8482.0,0
1876,14,14,1,200.0,0
2918,15,15,4,3213.21,0
3189,23,23,1,1999.95,0
173,21,21,1,10000.0,0
3186,18,18,1,2519.95,0
2290,17,17,1,1000.0,0
