date,drawdown
2023-02-23,-0.9686653605841289
2023-02-24,-0.9999403045642573
2023-02-25,-0.9999412324725849
2023-02-27,-0.9999396859587055
2023-02-28,-0.9999398715403711
2023-03-01,-0.99993950037704
2023-03-03,-0.9698431340041755
2023-03-05,-0.9999418510781367
2023-03-06,-0.9898347952013483
2023-03-07,-0.9923613735888799
2023-03-08,-0.9999406138670331
2023-03-09,-0.9999386137090825
2023-03-14,-0.9999383250264917
2023-03-15,-0.29472017068531076
2023-03-16,-0.9999393766559297
2023-03-20,-0.7182316046811705
2023-03-21,-0.9696270550849482
2023-03-23,-0.9999409231698091
2023-03-24,-0.9999395828577803
2023-03-25,-0.8962366512653822
2023-03-27,-0.9999386961898228
2023-03-28,-0.9999392254412393
2023-03-29,-0.9999386343292677
2023-03-30,-0.9695338002980269
2023-03-31,-0.9999409231698091
2023-04-01,-0.969842979352785
2023-04-05,-0.9999381394448262
2023-04-08,-0.9999399952614815
2023-04-10,-0.999940180843147
2023-04-11,-0.9999396447183354
2023-04-25,-0.9999383456466768
2023-04-29,-0.9999356031620641
2023-04-30,-0.9999348092849394
2023-05-03,-0.9999348299051244
2023-05-04,-0.9999354010842505
2023-05-05,-0.99993627125606
2023-05-06,-0.9999346752537365
2023-05-07,-0.9999361068837277
2023-05-08,-0.999935680487758
2023-05-10,-0.9999352783941494
2023-05-11,-0.9999362578529397
2023-05-12,-0.9999368506832601
2023-05-15,-0.9881232435468548
2023-05-16,-0.9999357887437296
2023-05-17,-0.622359729644418
2023-05-18,-0.9999360361859503
2023-05-19,-0.9999360980465055
2023-05-22,-0.99993591246484
2023-05-23,-0.8402368145772561
2023-05-24,-0.99993591246484
2023-05-25,-0.9999372321566837
2023-05-26,-0.999939116841598
2023-05-28,-0.9999353557198434
2023-05-29,-0.9999357887437297
2023-05-30,-0.8423358669354257
2023-05-31,-0.9999380157237159
2023-06-01,-0.9999370259548331
2023-06-02,-0.9999364692098366
2023-06-03,-0.9999359743253952
2023-06-04,-0.999938758050378
2023-06-05,-0.9999373071391748
2023-06-06,-0.8723247165703698
2023-06-07,-0.9999370878153883
2023-06-08,-0.9999375672346908
2023-06-09,-0.9895296247105675
2023-06-10,-0.999936206302477
2023-06-12,-0.9999358093639147
2023-06-13,-0.999936613551132
2023-06-14,-0.9999361186666905
2023-06-15,-0.9999363042483561
2023-06-16,-0.9999359062787845
2023-06-17,-0.6917413436977924
2023-06-18,-0.9999342731601278
2023-06-20,-0.9999376033200147
2023-06-21,-0.7369179374665225
2023-06-22,-0.8530809855705817
2023-06-23,-0.9961079890432576
2023-06-25,-0.9999390673531539
2023-06-26,-0.9999376383743294
2023-06-27,-0.9999364829566266
2023-06-28,-0.9999367130132011
2023-06-29,-0.7881539167594296
2023-06-30,-0.9999382837861217
2023-07-01,-0.9999347371142917
2023-07-02,-0.9999367166520573
2023-07-03,-0.9959567569975109
2023-07-04,-0.9999356547125268
2023-07-05,-0.9914095837730209
2023-07-06,-0.9999365001401141
2023-07-07,-0.9999365254467049
2023-07-08,-0.9999359021547475
2023-07-09,-0.9999369950245556
2023-07-10,-0.9999362105202422
2023-07-11,-0.9999367063419647
2023-07-12,-0.9999371991643876
2023-07-13,-0.9999372468853873
2023-07-14,-0.7420875798763051
2023-07-15,-0.9999367475823349
2023-07-16,-0.9999353557198434
2023-07-17,-0.999938056964086
2023-07-19,0.0
2023-07-20,-0.9999661708563369
2023-07-21,-0.5999503839227389
2023-07-22,-0.5384028269295513
2023-07-24,-0.9999650008258042
2023-07-25,-0.9999653484435711
2023-07-26,-0.8905838241338531
2023-07-27,-0.9999650422761612
2023-07-28,-0.8706236437154098
2023-07-29,-0.9999669339197278
2023-07-30,-0.999967442628655
2023-07-31,-0.99996606346223
2023-08-01,-0.9999653932584052
2023-08-02,-0.9999652043093751
2023-08-03,-0.9999651122572835
2023-08-04,-0.899578630743267
2023-08-06,-0.999967442628655
2023-08-07,-0.9999663536147293
2023-08-08,-0.9919114602286295
2023-08-09,-0.8179044990557167
2023-08-10,-0.8701049398689449
2023-08-11,-0.9999650008258042
2023-08-12,-0.999965407792946
2023-08-13,-0.9999647295143763
2023-08-14,-0.9918104500150617
2023-08-15,-0.999967442628655
2023-08-16,-0.9999654213585174
2023-08-17,-0.9934543337083096
2023-08-18,-0.9962278893904012
2023-08-19,-0.9999653230081248
2023-08-20,-0.9999647634283048
2023-08-21,-0.9999653569220532
2023-08-22,-0.8773720067748625
2023-08-23,-0.9999649499549115
2023-08-24,-0.6778971939955163
2023-08-25,-0.9999667643500854
2023-08-27,-0.9999661878133012
2023-08-29,-0.999966323469015
2023-08-30,-0.9784079343670592
2023-08-31,-0.9999658486740163
2023-09-01,-0.9999663828183899
2023-09-02,-0.9999656791043738
2023-09-04,-0.9999657582368736
2023-09-05,-0.9999664542798821
2023-09-06,-0.9999661538993726
2023-09-07,-0.9932374270045105
2023-09-08,-0.999966323469015
2023-09-09,-0.999966323469015
2023-09-10,-0.9822280162284991
2023-09-11,-0.9999649669118756
2023-09-12,-0.999966323469015
2023-09-13,-0.7978272956932371
2023-09-14,-0.9999663008597294
2023-09-15,-0.9962272864761168
2023-09-16,-0.9999652585716606
2023-09-17,-0.9999644242890199
2023-09-18,-0.9999655392094189
2023-09-19,-0.9134698354567197
2023-09-20,-0.9932369454267245
2023-09-21,-0.9999659080233911
2023-09-22,-0.9887516090745997
2023-09-23,-0.9999651817000894
2023-09-24,-0.9737815488558996
2023-09-25,-0.9966075897337117
2023-09-26,-0.7310175094221676
2023-09-27,-0.9999652212663394
2023-09-28,-0.9167447185454031
2023-09-29,-0.9999653484435711
2023-09-30,-0.9999656791043738
2023-10-01,-0.9999648990840188
2023-10-02,-0.9999661030284799
2023-10-03,-0.9999661199854442
2023-10-04,-0.9999662895550866
2023-10-05,-0.9999663476932497
2023-10-06,-0.9999660182436587
2023-10-08,-0.999966129675138
2023-10-09,-0.8659098014499931
2023-10-10,-0.9999660860715157
2023-10-11,-0.9999651558609058
2023-10-12,-0.9999651390902818
2023-10-13,-0.9548034108630333
2023-10-14,-0.9999649270131363
2023-10-15,-0.9999644310718057
2023-10-16,-0.9999647440489171
2023-10-17,-0.958570704883448
2023-10-18,-0.9999654111843388
2023-10-19,-0.9999649329979472
2023-10-20,-0.9999650686536612
2023-10-21,-0.9999647634283048
2023-10-22,-0.759911014938835
2023-10-23,-0.9999651025675896
2023-10-24,-0.999965147786161
2023-10-25,-0.9999651229159467
2023-10-26,-0.999965547687901
2023-10-27,-0.9999659786774088
2023-10-28,-0.9999662725981223
2023-10-29,-0.9999646108156266
2023-10-30,-0.9932368301193691
2023-10-31,-0.9999659899820517
2023-11-01,-0.9999652947465177
2023-11-02,-0.9999649951734828
2023-11-03,-0.9999650432182148
2023-11-04,-0.9999649268317784
2023-11-05,-0.9999648457907026
2023-11-06,-0.9999649902277015
2023-11-07,-0.9999649126495901
2023-11-08,-0.9999649770860543
2023-11-09,-0.9999650347397326
2023-11-10,-0.9999648264113148
2023-11-11,-0.9999657695415165
2023-11-12,-0.9999649329979472
2023-11-13,-0.9474563520803637
2023-11-14,-0.9999650008258042
2023-11-15,-0.9999652924855892
2023-11-16,-0.9999650008258042
2023-11-17,-0.9999650008258042
2023-11-18,-0.999964954579538
2023-11-19,-0.999964793574019
2023-11-20,-0.9999650149566077
2023-11-21,-0.9999650573490183
2023-11-22,-0.9999651272322648
2023-11-23,-0.999965114679707
2023-11-24,-0.9999651025675896
2023-11-25,-0.9999647747329476
2023-11-26,-0.999965079958304
2023-11-27,-0.9999650177827684
2023-11-28,-0.9999651424663291
2023-11-29,-0.9999650422761612
2023-11-30,-0.9999649962011775
2023-12-01,-0.9999649329979472
2023-12-02,-0.9999648821270545
2023-12-03,-0.9999647337536174
2023-12-04,-0.9999651343618976
2023-12-05,-0.9999651582833293
2023-12-06,-0.9999650425660238
2023-12-07,-0.9999653295300341
2023-12-08,-0.9999651195245539
2023-12-09,-0.9999649179250901
2023-12-10,-0.9999646345553765
2023-12-11,-0.9999650347397326
2023-12-12,-0.9999650492742734
2023-12-13,-0.9999650185200277
2023-12-14,-0.9999649849993042
2023-12-15,-0.9999651237637949
2023-12-16,-0.9999645260308054
2023-12-17,-0.9999661878133012
2023-12-18,-0.9999652698763035
2023-12-19,-0.9999650347397326
2023-12-20,-0.9999652410494643
2023-12-21,-0.9999649397807329
2023-12-22,-0.2950014939087361
2023-12-24,-0.9999646108156266
2023-12-26,-0.9999648497546682
2023-12-27,-0.9999645222625911
2023-12-28,-0.9999646729911622
2023-12-29,-0.99996562399424
2023-12-30,-0.9999646871219657
2023-12-31,-0.9999643903750914
2024-01-01,-0.9999643903750914
2024-01-02,-0.8850167820467041
2024-01-03,-0.9999646939854988
2024-01-04,-0.9999647354991872
2024-01-05,-0.9999650951949964
2024-01-06,-0.9999647973422333
2024-01-07,-0.9999643903750914
2024-01-08,-0.8796822841438456
2024-01-09,-0.8842741817984942
2024-01-10,-0.9999649669118756
2024-01-12,-0.9999647837766619
2024-01-13,-0.9999643903750914
2024-01-14,-0.9999643903750914
2024-01-15,-0.9999646486427007
2024-01-16,-0.8868615914925513
2024-01-17,-0.9999645712493767
2024-01-18,-0.9999646199462997
2024-01-19,-0.9999647634283048
2024-01-20,-0.9999643903750914
2024-01-21,-0.9999643903750914
2024-01-22,-0.9999646326174377
2024-01-23,-0.7896084105639259
2024-01-25,-0.9999648058207153
2024-01-26,-0.9999647634283048
2024-01-27,-0.9999643903750914
2024-01-28,-0.9999643903750914
2024-01-29,-0.7251755435810241
2024-01-30,-0.9999652269186607
2024-01-31,-0.9999659843297303
2024-02-01,-0.9999643903750914
2024-02-02,-0.9999644205208057
2024-02-03,-0.9999643903750914
2024-02-04,-0.999965319616732
2024-02-05,-0.9999645712493768
2024-02-06,-0.9999645938586623
2024-02-07,-0.9999647973422333
2024-02-08,-0.9999644339787138
2024-02-10,-0.9999661199854442
2024-02-12,-0.8939970944807831
2024-02-13,-0.9999644497244663
2024-02-15,-0.9999643903750914
2024-02-16,-0.9999640851497351
2024-02-17,-0.9999650492742734
2024-02-18,-0.9999640657703474
2024-02-19,-0.9999646956004479
2024-02-20,-0.9999651068068307
2024-02-21,-0.9999647973422333
2024-02-22,-0.9999660521575872
2024-02-23,-0.9999656451904454
2024-02-24,-0.9999647182097335
2024-02-25,-0.9999650771321433
2024-02-26,-0.9999648364736893
2024-02-27,-0.9999647790808872
2024-02-28,-0.9999652636587499
2024-02-29,-0.9999647842984146
2024-03-01,-0.9999652532961607
2024-03-02,-0.4874192890899095
2024-03-03,-0.9999640512358067
2024-03-04,-0.9999646692229479
2024-03-05,-0.37714692355582324
2024-03-06,-0.7485466430885226
2024-03-07,-0.9999647905594476
2024-03-08,-0.9999645938586624
2024-03-09,-0.9999640512358067
2024-03-10,-0.9999640512358067
2024-03-11,-0.9999645615596829
2024-03-12,-0.9999645900904481
2024-03-13,-0.9999646164679481
2024-03-14,-0.9999647171820387
2024-03-15,-0.9999643903750915
2024-03-16,-0.9999640512358067
2024-03-17,-0.9999647634283049
2024-03-18,-0.9999643903750915
2024-03-19,-0.9999643903750915
2024-03-20,-0.9999652806157142
2024-03-21,-0.9999644720768283
2024-03-22,-0.992116339115461
2024-03-23,-0.9999650516966969
2024-03-24,-0.9999640512358067
2024-03-25,-0.6153522080178135
2024-03-26,-0.9999643903750914
2024-03-27,-0.9999647898058047
2024-03-28,-0.9999647634283048
2024-03-29,-0.9999640512358067
2024-03-30,-0.9999640512358067
2024-03-31,-0.9999640512358067
2024-04-01,-0.9999643621134844
2024-04-02,-0.6904138114574396
2024-04-03,-0.9999649103886615
2024-04-04,-0.4864509420812232
2024-04-05,-0.6261229184341255
2024-04-06,-0.9999652269186607
2024-04-07,-0.9999649838688399
2024-04-08,-0.9999649693342992
2024-04-09,-0.9999649058668044
2024-04-10,-0.999965022407395
2024-04-11,-0.9999645853801803
2024-04-12,-0.9999640936282173
2024-04-13,-0.9999645514662517
2024-04-14,-0.9999660521575873
2024-04-15,-0.5827773303029435
2024-04-16,-0.9999652721372321
2024-04-17,-0.9999653993144639
2024-04-18,-0.9999652834418749
2024-04-19,-0.999964819951519
2024-04-20,-0.9999640512358067
2024-04-21,-0.9999640512358067
2024-04-22,-0.9999650347397326
2024-04-23,-0.9999640512358067
2024-04-24,-0.9999640512358067
2024-04-25,-0.9999640512358067
2024-04-26,-0.9999640512358067
2024-04-27,-0.9999640512358067
2024-04-28,-0.9999640512358067
2024-04-29,-0.9999640512358067
2024-04-30,-0.999964264893556
2024-05-02,-0.9999641511926485
2024-05-03,-0.9999650516966969
2024-05-04,-0.9999640512358067
2024-05-05,-0.9999640512358067
2024-05-06,-0.9999645853801803
2024-05-07,-0.5373402225339926
2024-05-08,-0.9999648787356616
2024-05-09,-0.7445096317254747
2024-05-10,-0.9999660521575872
2024-05-11,-0.999966391296872
2024-05-12,-0.999966391296872
2024-05-13,-0.999965267615375
2024-05-14,-0.9999653851836603
2024-05-15,-0.6453572510185157
2024-05-16,-0.9999659504158017
2024-05-17,-0.9999658910664269
2024-05-19,-0.999966255641158
2024-05-20,-0.9999653851836603
2024-05-21,-0.4412072909834932
2024-05-22,-0.9999645335672339
2024-05-23,-0.9999640512358067
2024-05-24,-0.9999651553225896
2024-05-25,-0.9999640512358067
2024-05-26,-0.9999662725981223
2024-05-27,-0.9999650940891075
2024-05-28,-0.9999649299148629
2024-05-29,-0.9999660860715157
2024-05-30,-0.747657450029324
2024-05-31,-0.8393098404123696
2024-06-02,-0.9999646277725909
2024-06-03,-0.9999653690341705
2024-06-04,-0.7107198621334565
2024-06-05,-0.9999656984837616
2024-06-06,-0.9999651817000894
2024-06-07,-0.9999640512358067
2024-06-08,-0.9999640512358067
2024-06-10,-0.9999640512358067
2024-06-11,-0.99996438472277
2024-06-12,-0.9999652043093751
2024-06-13,-0.9999640512358067
2024-06-14,-0.9999654077929461
2024-06-15,-0.9999640512358067
2024-06-17,-0.99996610302848
2024-07-01,-0.9999664252108006
2024-07-02,-0.9999640512358067
2024-07-03,-0.9999640512358067
2024-07-04,-0.9999661878133012
2024-07-05,-0.9999646503818765
2024-07-06,-0.9999657808461594
2024-07-08,-0.9999653964883032
2024-07-09,-0.999965967372766
2024-07-10,-0.999964356461163
2024-07-11,-0.9999651364815182
2024-07-12,-0.9999640512358067
2024-07-13,-0.9999640512358067
2024-07-14,-0.9999640512358067
2024-07-15,-0.9999647069050907
2024-07-16,-0.9999653187688837
2024-07-17,-0.9999640512358067
2024-07-19,-0.9999646568416725
2024-07-21,-0.9999640512358067
2024-07-22,-0.9999647634283049
2024-07-28,-0.9999640512358067
2024-08-01,-0.9999640512358067
2024-08-02,-0.9999642208054491
2024-08-03,-0.9999640512358067
2024-08-04,-0.9999656248420883
2024-08-05,-0.9999645429877697
2024-08-06,-0.9999648380389475
2024-08-07,-0.9999640512358067
2024-08-08,-0.9999640512358067
2024-08-09,-0.9999660182436587
2024-08-10,-0.9999640512358067
2024-08-12,-0.9999640512358067
2024-08-13,-0.9999640512358067
2024-08-14,-0.9999640512358067
2024-08-16,-0.9999640512358067
2024-08-17,-0.9999640512358067
2024-08-19,-0.9999640512358067
2024-08-20,-0.9999640512358067
2024-08-26,-0.9999662895550866
2024-09-05,-0.9999640512358067
2024-09-06,-0.9999647973422333
2024-09-07,-0.9999643903750915
2024-09-09,-0.9999645599447339
2024-09-27,-0.9999653230081248
2024-09-28,-0.9999662217272296
2024-10-02,-0.9999643903750915
2024-10-03,-0.9999643903750915
2024-10-04,-0.9595525531932155
2024-10-05,-0.9999661878133012
2024-10-08,-0.9999643903750915
2024-10-11,-0.9189223103119039
2024-10-13,-0.9999661878133012
2024-10-14,-0.9128479865810941
2024-10-15,-0.9999661878133012
2024-10-18,-0.9999662895550866
2024-10-21,-0.9999652890941964
2024-10-22,-0.9999661878133012
2024-10-23,-0.9999661425947298
2024-10-24,-0.9999661878133012
2024-12-02,-0.9999663234690152
2024-12-03,-0.9999643903750915
2024-12-05,-0.9999662895550866
2024-12-10,-0.9999657469322308
2024-12-11,-0.9999660860715157
2025-01-02,-0.9999655208393743
2025-03-12,-0.9999657401494452
2025-03-13,-0.9999657081734554
2025-03-14,-0.9999657469322308
2025-03-17,-0.9999659504158018
2025-03-18,-0.9999658995449091
2025-03-19,0.0
2025-03-20,0.0
2025-03-22,-0.9999879861709428
2025-03-23,-0.9999880061009844
2025-03-24,-0.999988065891109
2025-03-25,-0.999988035141902
2025-03-26,-0.9999879791954283
2025-03-27,-0.9999880007863066
2025-03-28,-0.9999879838932237
2025-03-29,-0.9999879941429594
2025-03-31,-0.9999876354022111
2025-04-01,-0.9999879797933294
2025-04-02,-0.9999880240380218
2025-04-03,-0.9999879377694132
2025-04-04,-0.9004271227138381
2025-04-05,-0.989467933659268
2025-04-06,-0.9999879223948097
2025-04-07,-0.9999879463108596
2025-04-09,-0.9999878219474002
2025-04-10,-0.999987913426291
2025-04-11,-0.9999879104367848
2025-04-12,-0.999988065891109
2025-04-13,-0.5055674351889252
2025-04-14,-0.49598714392731036
2025-04-15,0.0
2025-04-19,-0.9999880436170752
2025-04-21,-0.9999880317260926
2025-04-22,-0.4622937122623163
2025-04-23,-0.9999880614535489
2025-04-25,-0.9999879918063656
2025-04-26,-0.44186670470080125
2025-04-28,-0.999987811742916
2025-04-29,-0.999987538250318
2025-05-01,-0.9999874906863879
2025-05-05,-0.9999876333781782
2025-05-07,-0.9999878929979632
2025-05-08,-0.9999876571601433
2025-05-09,-0.9999877337909194
2025-05-10,-0.7573660617561
2025-05-12,-0.9999876928330907
2025-05-13,-0.9999876928330907
2025-05-14,-0.9999876769784474
2025-05-15,-0.9999880634353794
2025-05-16,-0.9999879639474922
2025-05-18,-0.39604495219309843
2025-05-19,-0.9999880416352447
2025-05-20,-0.9999876571601432
2025-05-21,-0.9999877522880034
2025-05-23,-0.9999876928330907
2025-05-25,-0.9999879009252849
2025-05-26,-0.5738531722079454
2025-05-27,-0.5711036837381888
