total_sessions,avg_operations_per_session,avg_session_duration_minutes,most_productive_session_volume,fastest_session_ops_per_hour,most_active_counterparty_sessions,avg_sessions_per_counterparty
3527,1.683583782251205,7.958992533786976,1085303.76,300.0,3262,7.526011560693641
