,YearMonth,fiat_type,Buy,Sell
0,2024-01,USD,33179.08,129393.84
1,2024-01,UYU,0.0,4740.0
2,2024-02,USD,62102.2,101512.57
3,2024-03,USD,129010.84,128824.05
4,2024-03,UYU,0.0,1599.6799999999998
5,2024-04,USD,74240.42,101991.58
6,2024-05,USD,82676.94,79050.86
7,2024-06,USD,15667.68,20851.18
8,2024-07,USD,29780.23,33245.35
9,2024-08,USD,5877.360000000001,10550.81
10,2024-09,USD,1293.7,15222.04
11,2024-10,USD,15448.74,23534.32
12,2024-12,USD,8698.039999999999,16057.0
