date,return
2022-04-06,
2022-04-12,-0.031945788964181876
2022-04-24,-0.0020000000000000018
2022-04-29,0.05460921843687383
2022-04-30,-0.002375296912113911
2022-05-01,0.0
2022-05-12,-0.06333333333333335
2022-05-13,0.0005083884087442314
2022-05-24,-0.024390243902439046
2022-05-25,0.0
2022-07-06,0.02083333333333326
2022-07-08,-0.005102040816326481
2022-07-10,-0.013333333333333308
2022-08-03,0.07900207900207912
2022-08-04,-0.022398843930635848
2022-08-05,0.023109140182310917
2022-08-06,158.10341616901044
2022-08-08,-0.9937280985423076
2022-08-09,0.0077220077220074845
2022-08-10,-0.02809706257982114
2022-08-11,0.03112680683311453
2022-08-12,-0.01916367980884126
2022-08-13,0.009549795361528002
2022-08-14,0.024774774774774855
2022-08-15,-0.06153846153846165
2022-08-16,0.004683840749414525
2022-08-17,656.3659673659674
2022-08-18,-0.99845598180409
2022-08-19,0.007874015748031482
2022-08-20,-0.0078125
2022-08-22,0.007677165354330828
2022-08-24,-0.01608387054763294
2022-08-26,0.016214427531435982
2022-08-27,-0.047541517421035406
2022-08-29,0.04735042735042749
2022-08-30,0.004080300310102869
2022-08-31,-0.004876462938881776
2022-09-01,0.040836327997386235
2022-09-02,-0.05959106806564429
2022-09-03,0.0413388642540411
2022-09-04,-0.0009615384615383471
2022-09-05,0.022136669874879278
2022-09-06,-0.0350967300119841
2022-09-07,0.013928317955997027
2022-09-08,-0.03994225216554381
2022-09-09,0.02556390977443601
2022-09-12,0.038123167155425186
2022-09-13,-0.022128060263653326
2022-09-14,0.003370245546461037
2022-09-15,-0.024472168905949943
2022-09-16,0.02139695031972444
2022-09-17,-0.051288225379243824
2022-09-18,-0.030456852791878042
2022-09-19,0.08691099476439779
2022-09-20,0.0009633911368014392
2022-09-21,-0.01106833493743975
2022-09-22,-0.022222222222222365
2022-09-23,0.029445919044459146
2022-09-24,0.009427121102248082
2022-09-26,-0.004789272030651492
2022-09-28,-0.002887391722810273
2022-09-29,-0.014478764478764616
2022-09-30,-0.01860920666013699
2022-10-01,-0.00948103792415178
2022-10-02,-0.023173803526448267
2022-10-03,2968.9011517964595
2022-10-04,-0.999687426107387
2022-10-05,3778.5035555555564
2022-10-06,-0.9996945513008587
2022-10-07,-0.13330125120307978
2022-10-08,0.0
2022-10-09,0.08995002776235417
2022-10-10,-0.08252674477840027
2022-10-11,0.0005552470849528035
2022-10-12,0.08490566037735836
2022-10-13,4862.135805626599
2022-10-14,-0.9998104640365238
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-21,6314.509433962266
2022-10-22,-0.9998416596459151
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,5806.510913799482
2022-10-26,-0.9998278091914345
2022-10-27,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-08,0.05438401775804658
2022-11-09,0.0
2022-11-10,0.07894736842105265
2022-11-11,-0.1170731707317072
2022-11-13,0.1679558011049722
2022-11-14,-0.1438032166508988
2022-11-15,0.14696132596685096
2022-11-16,-0.12813102119460507
2022-11-17,0.0
2022-11-18,0.07348066298342548
2022-11-20,-0.02316006176016472
2022-11-21,0.01685985247629085
2022-11-23,193.03212435233164
2022-11-25,1.410930298385503
2022-11-26,-0.9981170737110262
2022-11-27,0.0
2022-11-28,0.11117647058823521
2022-11-29,-0.14769719428268913
2022-11-30,0.0
2022-12-01,-0.00248447204968949
2022-12-02,0.09589041095890405
2022-12-04,0.06818181818181834
2022-12-05,0.030000000000000027
2022-12-06,162.53422157956342
2022-12-07,-0.3244224842798741
2022-12-08,-0.9905811877207981
2022-12-09,-0.0048635235732013005
2022-12-11,0.006383403151805522
2022-12-12,0.019821605550049526
2022-12-13,-0.055393586005830886
2022-12-15,0.03017832647462293
2022-12-19,302.9157789613848
2022-12-20,-0.9969012983001502
2022-12-21,343.5775892541534
2022-12-23,-0.9972148418666201
2022-12-24,0.0
2022-12-26,0.08066298342541423
2022-12-29,934.5828220858896
2022-12-30,-0.998927868852459
2022-12-31,-0.0050968399592252744
2023-01-01,15900.362704918032
2023-01-02,-0.9842788341034283
2023-01-03,-0.9959580020759197
2023-01-04,0.007909146217805807
2023-01-05,2272.061368209255
2023-01-06,-0.9995607285576893
2023-01-08,16286.546599496221
2023-01-09,-0.9848602941221957
2023-01-10,8.569354206276973
2023-01-11,-0.9995762162882268
2023-01-12,-0.004030226700251882
2023-01-13,3323.3790254594505
2023-01-14,-0.9997005613257911
2023-01-15,-0.019308943089430874
2023-01-16,0.018307426597582
2023-01-17,0.003900949796472153
2023-01-18,152.91368084525715
2023-01-19,-0.9935489541843266
2023-01-23,2680.3510294367884
2023-01-24,-0.923774264990513
2023-01-25,-0.9950174327415858
2023-01-26,-0.012531328320801949
2023-01-27,-0.0002538071065989467
2023-01-28,500.1106033680291
2023-01-29,21.379233467035398
2023-01-30,-0.9705112093362487
2023-01-31,-0.9969538595704697
2023-02-01,330.98521505376345
2023-02-02,-0.9969847811916744
2023-02-03,-0.004531722054380682
2023-02-05,11871.964087000506
2023-02-06,-0.9999161300537998
2023-02-07,0.005587538096850642
2023-02-09,199.02640175113658
2023-02-10,-0.9950275969631219
2023-02-13,-0.0016505840528187044
2023-02-14,0.008775276611980187
2023-02-17,11385.977811396875
2023-02-18,-0.9999145275563822
2023-02-20,0.0
2023-02-21,12067.803626943007
2023-02-22,-0.9999157679300862
2023-02-23,515.3472646958885
2023-02-24,-0.998094905929811
