total_sessions,avg_operations_per_session,avg_session_duration_minutes,most_productive_session_volume,fastest_session_ops_per_hour,most_active_counterparty_sessions,avg_sessions_per_counterparty
2527,1.3446774831816384,4.283900540825749,253030.58,300.0,2365,14.767045454545455
