,YearMonth,fiat_type,Buy,Sell
0,2025-01,USD,731.95,5336.0
1,2025-03,USD,25008.82,1021.0
2,2025-03,UYU,38355.86,1581783.35
3,2025-04,USD,49095.92,0.0
4,2025-04,UYU,0.0,2153389.85
5,2025-05,USD,9838.23,6335.6
6,2025-05,UYU,117129.13,513138.65
