date,return
2022-04-06,
2022-04-07,0.023851076207097144
2022-04-08,-0.00454545454545463
2022-04-11,0.007610350076103556
2022-04-12,-0.0030211480362537513
2022-04-13,0.0
2022-04-18,0.0
2022-04-19,-0.02295454545454545
2022-04-20,0.0002326122354034954
2022-04-23,-0.014961240310077617
2022-04-24,0.010466671913118786
2022-04-25,0.0018691588785046953
2022-04-26,0.00023320895522394025
2022-04-28,-0.04406621590114246
2022-04-29,0.07170731707317057
2022-04-30,0.0
2022-05-01,0.002048247610377807
2022-05-02,-0.018964342493754227
2022-05-06,0.012154184512096045
2022-05-09,0.014714852089051877
2022-05-10,-0.03692989706213856
2022-05-12,0.04482153306026926
2022-05-14,0.010976702508960656
2022-05-15,-0.0008863283846665126
2022-05-16,-0.015524506542470728
2022-05-25,-0.05519261094841188
2022-05-26,-0.0421236687331108
2022-05-27,0.03891470295386679
2022-05-30,-0.03202619599073553
2022-05-31,0.03960396039603942
2022-06-01,0.006904761904761969
2022-06-04,-0.0026010877275951527
2022-06-05,-0.007586533902323334
2022-06-06,-0.009197324414715657
2022-06-07,0.022302591922845005
2022-06-08,-0.018396226415094197
2022-06-09,-0.03628063431042783
2022-06-11,0.039640987284966345
2022-06-12,0.011270983213429231
2022-06-13,0.0027981977709270467
2022-06-15,-0.006101021566401688
2022-06-16,-0.0007137758743754885
2022-06-17,-0.04904761904761912
2022-06-18,0.05239108662994485
2022-06-19,0.07060013085112704
2022-06-20,-0.05966666666666676
2022-06-21,-0.007444168734491274
2022-06-22,0.002142857142857224
2022-06-26,0.026609645996673814
2022-06-27,-0.024917071665509605
2022-07-01,-0.029746835443038022
2022-07-02,0.026174168297456113
2022-07-04,-0.005959475566150174
2022-07-05,0.031175059952038398
2022-07-29,0.0011627906976743319
2022-08-04,-0.024390243902438935
2022-08-08,0.03571428571428581
2022-08-24,-0.0022988505747126853
2022-09-05,0.0009216589861751334
2022-09-08,-0.006906077348066253
2022-09-10,0.006026889197960017
2022-09-13,-0.008064516129032251
2022-09-14,0.008130081300812941
2022-09-15,-0.009216589861751112
2022-09-17,0.010465116279069875
2022-09-19,-0.010356731875719283
2022-09-22,0.023255813953488413
2022-09-23,0.0
2022-09-30,-0.011363636363636354
2022-10-06,-0.0034482758620689724
2022-10-07,0.006535947712418277
2022-10-09,0.011382734912146697
2022-10-12,-0.014049399501472992
2022-11-11,0.01815674557572966
2022-11-12,-0.01241534988713311
2022-11-18,-0.04114285714285704
2022-11-19,0.07270560190703201
2022-11-23,0.0
2022-11-24,-0.027555555555555444
2022-11-25,-0.029021937842778844
2022-11-26,-0.0009413979759943514
2022-11-28,-0.008244994110718551
2022-11-30,-0.026128266033254244
2022-12-02,0.0012195121951219523
2022-12-03,0.020414129110840618
2022-12-05,-0.0021008403361346684
2022-12-08,-0.021830143540669922
2022-12-09,-0.004585753592173503
2022-12-10,0.012039312039311856
2022-12-11,-0.011896091284292365
2023-01-08,0.1056511056511058
2023-03-10,-0.061111111111111116
2023-04-02,0.00591715976331364
2023-04-05,-0.010588235294117676
2023-04-11,-0.024970273483947647
2023-04-19,0.037195121951219434
2023-04-24,-0.0005878894767783471
2023-04-26,-0.030823529411764805
2023-04-28,0.00570526826899731
2023-05-03,-0.006638503319251643
2023-05-11,-0.0030376670716889542
2023-05-16,-0.12248628884826318
2023-05-27,0.1399999999999999
2023-05-28,0.008528265107212496
2023-06-11,-0.006885721188692795
2023-09-23,-0.006446904269553633
2023-11-25,0.03344060444941954
2023-11-27,0.003471282004994247
2023-11-28,-0.006866077753083566
2023-11-29,-0.0025171046126792884
2023-11-30,0.004257150423728984
2023-12-01,0.006878819643598932
2023-12-02,0.00020035828776165943
2023-12-03,0.010310493136157284
2023-12-04,-0.02087707021226959
2023-12-05,0.004645622394282345
2023-12-06,-0.020393644771164343
2023-12-07,0.02436859517469525
2023-12-08,0.004805041354864148
2023-12-09,0.003057384760112969
2023-12-10,0.003516998827666873
2023-12-11,-0.01401869158878477
2023-12-12,0.00876777251184846
2023-12-13,0.0031418839558372547
2023-12-14,0.009669330367161333
2023-12-15,-0.037495168148434455
2023-12-18,0.029337349397590362
2023-12-20,-0.02616023877801832
2023-12-21,0.016826923076923128
2023-12-24,-0.01276595744680864
2024-03-20,-0.02298850574712641
2025-03-11,0.10883794694348303
2025-03-12,-0.000123522604636217
2025-03-13,-0.005355868846528833
2025-03-14,0.003125084188690508
2025-03-15,-0.0011816838995568624
2025-03-16,-0.002883762200532103
2025-03-17,-0.006328018786306178
2025-03-18,-0.0024112184738067644
2025-03-19,0.00038473253073845193
2025-03-20,-0.006730229949523214
2025-03-21,-0.0004234895539242389
2025-03-22,0.012286400225956617
2025-03-24,0.0011160714285713969
2025-03-25,-0.007692307692307665
2025-03-29,-0.004269183237838425
2025-03-30,0.0019180864267178688
2025-03-31,-0.0022522522522522292
2025-04-01,0.007449209932279821
2025-04-02,0.007898274703114438
2025-04-03,-0.009678366983985498
2025-04-04,0.02363467273835096
2025-04-05,0.006469298245613819
2025-04-06,0.009696045320841229
2025-04-07,0.003236944324557678
2025-04-08,0.010442128316940025
2025-04-09,-0.001329514446616109
2025-04-10,0.000895274231023313
2025-04-11,-0.005430731551485324
2025-04-12,-0.00021413276231274647
2025-04-13,0.011779824373527648
2025-04-14,-0.009465344139349186
2025-04-15,-0.004406451941179501
2025-04-28,-0.02729679450486555
2025-04-30,-0.024384861524881285
2025-05-02,-0.005881022393123714
2025-05-04,0.012514220705347023
2025-05-05,-0.009269662921348343
2025-05-08,-0.004309611567904881
