order_number,Advertisement Order Number,order_type,asset_type,fiat_type,total_price,price,quantity,Exchange rate,maker_fee,taker_fee,payment_method,Counterparty,status,Origin,match_time_utc,Match_time_local,hour_local,YearMonthStr,Year,weekday_local,date_local,Quantity_num,MakerFee_num,TakerFee_num,Price_num,TotalPrice_num,TotalPrice_USD_equivalent,TotalFee,time_diff_minutes,new_session,session_id
20345102803789844480,11345098006365396992,Sell,BUSD,UYU,23000.0,42.95,53.550.640.279,,5.355.064,,,,Cancelled,MAKE_TAKE,2022-04-06 19:22:04,2022-04-06T16:22:04.000000-0300,16,2022-04,2022,3,2022-04-06T00:00:00.000,53550640.279,5355.064,,42.95,23000.0,,5355.064,,true,1
20345113531254206464,11345110966792138752,Sell,USDT,UYU,22207.07,43.0,516.44,,0.51,,,,Cancelled,MAKE_TAKE,2022-04-06 20:04:42,2022-04-06T17:04:42.000000-0300,17,2022-04,2022,3,2022-04-06T00:00:00.000,516.44,0.51,,43.0,22207.07,516.443488372093,0.51,42.63333333333333,true,2
20345372973038948352,11345367205262135296,Sell,USDT,UYU,1408.0,44.0,32,,0.03,,,,Cancelled,MAKE_TAKE,2022-04-07 13:15:37,2022-04-07T10:15:37.000000-0300,10,2022-04,2022,4,2022-04-07T00:00:00.000,32.0,0.03,,44.0,1408.0,32.0,0.03,1030.9166666666667,true,3
20345374460474474496,11345367205262135296,Sell,USDT,UYU,1000.0,44.0,22.72,,0.02,,,,Cancelled,MAKE_TAKE,2022-04-07 13:21:32,2022-04-07T10:21:32.000000-0300,10,2022-04,2022,4,2022-04-07T00:00:00.000,22.72,0.02,,44.0,1000.0,22.727272727272727,0.02,5.916666666666667,false,3
20345727811568644096,11345454937904185344,Sell,USDT,UYU,6580.0,43.8,150.22,,0.15,,,,Cancelled,MAKE_TAKE,2022-04-08 12:45:37,2022-04-08T09:45:37.000000-0300,9,2022-04,2022,5,2022-04-08T00:00:00.000,150.22,0.15,,43.8,6580.0,150.2283105022831,0.15,1404.0833333333333,true,4
20346693545131962368,11346640412816093184,Sell,USDT,UYU,6000.0,44.2,135.74,,0.13,,,,Cancelled,MAKE_TAKE,2022-04-11 4:43:06,2022-04-11T01:43:06.000000-0300,1,2022-04,2022,1,2022-04-11T00:00:00.000,135.74,0.13,,44.2,6000.0,135.74660633484163,0.13,3837.483333333333,true,5
20346697217263251456,11346640412816093184,Sell,USDT,UYU,900.0,44.2,20.36,,0.02,,,,Cancelled,MAKE_TAKE,2022-04-11 4:57:42,2022-04-11T01:57:42.000000-0300,1,2022-04,2022,1,2022-04-11T00:00:00.000,20.36,0.02,,44.2,900.0,20.361990950226243,0.02,14.6,false,5
20346740797123272704,11346640412816093184,Sell,USDT,UYU,800.8,44.0,18.2,,0.01,,,,Cancelled,MAKE_TAKE,2022-04-11 7:50:52,2022-04-11T04:50:52.000000-0300,4,2022-04,2022,1,2022-04-11T00:00:00.000,18.2,0.01,,44.0,800.8,18.2,0.01,173.16666666666666,true,6
20347167562049880064,11346848794694815744,Sell,USDT,UYU,1000.0,44.0,22.72,,0.02,,,,Cancelled,MAKE_TAKE,2022-04-12 12:06:41,2022-04-12T09:06:41.000000-0300,9,2022-04,2022,2,2022-04-12T00:00:00.000,22.72,0.02,,44.0,1000.0,22.727272727272727,0.02,1695.8166666666666,true,7
20347670801810038784,11346848794694815744,Sell,USDT,UYU,1500.0,44.0,34.09,,0.03,,,,Cancelled,MAKE_TAKE,2022-04-13 21:26:22,2022-04-13T18:26:22.000000-0300,18,2022-04,2022,3,2022-04-13T00:00:00.000,34.09,0.03,,44.0,1500.0,34.09090909090909,0.03,1999.6833333333334,true,8
20349510668114731008,11349292248994185216,Sell,USDT,UYU,375.0,44.0,8.52,,0.0,,,,Cancelled,MAKE_TAKE,2022-04-18 23:17:21,2022-04-18T20:17:21.000000-0300,20,2022-04,2022,1,2022-04-18T00:00:00.000,8.52,0.0,,44.0,375.0,8.522727272727273,0.0,7310.983333333334,true,9
20349810047224877056,11349593514551185408,Sell,USDT,UYU,49180.56,42.99,1144,,0.91,,,,Cancelled,MAKE_TAKE,2022-04-19 19:06:58,2022-04-19T16:06:58.000000-0300,16,2022-04,2022,2,2022-04-19T00:00:00.000,1144.0,0.91,,42.99,49180.56,1144.0,0.91,1189.6166666666666,true,10
20349948142858883072,11349593514551185408,Sell,USDT,UYU,500.0,43.0,11.62,,0.0,,Prex,,Cancelled,MAKE_TAKE,2022-04-20 4:15:43,2022-04-20T01:15:43.000000-0300,1,2022-04,2022,3,2022-04-20T00:00:00.000,11.62,0.0,,43.0,500.0,11.627906976744185,0.0,548.75,true,11
20350183794904649728,11349593514551185408,Sell,USDT,UYU,1060.0,43.0,24.65,,0.01,,Prex,,Cancelled,MAKE_TAKE,2022-04-20 19:52:07,2022-04-20T16:52:07.000000-0300,16,2022-04,2022,3,2022-04-20T00:00:00.000,24.65,0.01,,43.0,1060.0,24.651162790697676,0.01,936.4,true,12
20351217843687981056,11350575913268781056,Buy,USDT,UYU,27358.36,41.07,666.13,,0.53,,Prex,,Cancelled,MAKE_TAKE,2022-04-23 16:21:04,2022-04-23T13:21:04.000000-0300,13,2022-04,2022,6,2022-04-23T00:00:00.000,666.13,0.53,,41.07,27358.36,666.1397613830046,0.53,4108.95,true,13
20351232359832363008,11349593514551185408,Sell,USDT,UYU,2000.0,43.0,46.51,,0.03,,Prex,,Cancelled,LITE_VERSION,2022-04-23 17:18:44,2022-04-23T14:18:44.000000-0300,14,2022-04,2022,6,2022-04-23T00:00:00.000,46.51,0.03,,43.0,2000.0,46.51162790697674,0.03,57.666666666666664,true,14
20351243660025212928,11349593514551185408,Sell,USDT,UYU,1000.0,43.0,23.25,,0.01,,,,Cancelled,MAKE_TAKE,2022-04-23 18:03:38,2022-04-23T15:03:38.000000-0300,15,2022-04,2022,6,2022-04-23T00:00:00.000,23.25,0.01,,43.0,1000.0,23.25581395348837,0.01,44.9,true,15
20351670827565207552,11351621862302130176,Sell,USDT,UYU,96058.8,42.8,2244.36,,1.79,,,,Cancelled,MAKE_TAKE,2022-04-24 22:21:03,2022-04-24T19:21:03.000000-0300,19,2022-04,2022,7,2022-04-24T00:00:00.000,2244.36,1.79,,42.8,96058.8,2244.3644859813085,1.79,1697.4166666666667,true,16
20352092536088399872,11351976487292534784,Sell,USDT,UYU,8576.0,42.88,200,,0.16,,,,Cancelled,MAKE_TAKE,2022-04-26 2:16:46,2022-04-25T23:16:46.000000-0300,23,2022-04,2022,1,2022-04-25T00:00:00.000,200.0,0.16,,42.88,8576.0,200.0,0.16,1675.7166666666667,true,17
20352094790385418240,11351976487292534784,Sell,USDT,UYU,1929.6,42.88,45,,0.03,,,,Cancelled,MAKE_TAKE,2022-04-26 2:25:43,2022-04-25T23:25:43.000000-0300,23,2022-04,2022,1,2022-04-25T00:00:00.000,45.0,0.03,,42.88,1929.6,44.99999999999999,0.03,8.95,false,17
20352385070319439872,11351976487292534784,Sell,USDT,UYU,21400.0,42.89,498.95,,0.39,,,,Cancelled,MAKE_TAKE,2022-04-26 21:39:11,2022-04-26T18:39:11.000000-0300,18,2022-04,2022,2,2022-04-26T00:00:00.000,498.95,0.39,,42.89,21400.0,498.95080438330615,0.39,1153.4666666666667,true,18
20352401364860764160,11351976487292534784,Sell,USDT,UYU,21445.0,42.89,500,,0.4,,Prex,,Cancelled,LITE_VERSION,2022-04-26 22:43:56,2022-04-26T19:43:56.000000-0300,19,2022-04,2022,2,2022-04-26T00:00:00.000,500.0,0.4,,42.89,21445.0,500.0,0.4,64.75,true,19
20353111233855025152,11352425974259212288,Buy,BUSD,UYU,5265.0,39.0,135,,108,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-04-28 21:44:43,2022-04-28T18:44:43.000000-0300,18,2022-04,2022,4,2022-04-28T00:00:00.000,135.0,108.0,,39.0,5265.0,,108.0,2820.7833333333333,true,20
20353179248683810816,11351976487292534784,Sell,USDT,UYU,2000.0,43.0,46.51,,0.03,,,,Cancelled,MAKE_TAKE,2022-04-29 2:14:58,2022-04-28T23:14:58.000000-0300,23,2022-04,2022,4,2022-04-28T00:00:00.000,46.51,0.03,,43.0,2000.0,46.51162790697674,0.03,270.25,true,21
20353479911833190400,11353445524311191552,Sell,USDT,USD,150.0,1.055,142.18,,0.39,,,,Cancelled,MAKE_TAKE,2022-04-29 22:09:42,2022-04-29T19:09:42.000000-0300,19,2022-04,2022,5,2022-04-29T00:00:00.000,142.18,0.39,,1.055,150.0,150.0,0.39,1194.7333333333333,true,22
20353539961955962880,11351976487292534784,Sell,USDT,UYU,1250.0,43.94,28.44,,0.02,,,,Cancelled,MAKE_TAKE,2022-04-30 2:08:19,2022-04-29T23:08:19.000000-0300,23,2022-04,2022,5,2022-04-29T00:00:00.000,28.44,0.02,,43.94,1250.0,28.44788347746928,0.02,238.61666666666667,true,23
20353869440256442368,11351976487292534784,Sell,USDT,UYU,20000.0,43.94,455.16,,0.36,,,,Cancelled,MAKE_TAKE,2022-04-30 23:57:33,2022-04-30T20:57:33.000000-0300,20,2022-04,2022,6,2022-04-30T00:00:00.000,455.16,0.36,,43.94,20000.0,455.16613563950847,0.36,1309.2333333333333,true,24
20354204149611728896,11351976487292534784,Sell,USDT,UYU,1000.0,44.03,22.71,,0.01,,Prex,,Cancelled,LITE_VERSION,2022-05-01 22:07:34,2022-05-01T19:07:34.000000-0300,19,2022-05,2022,7,2022-05-01T00:00:00.000,22.71,0.01,,44.03,1000.0,22.71178741766977,0.01,1330.0166666666667,true,25
20354210573553537024,11351976487292534784,Sell,USDT,UYU,1000.0,44.03,22.71,,0.01,,Prex,,Cancelled,LITE_VERSION,2022-05-01 22:33:05,2022-05-01T19:33:05.000000-0300,19,2022-05,2022,7,2022-05-01T00:00:00.000,22.71,0.01,,44.03,1000.0,22.71178741766977,0.01,25.516666666666666,false,25
20354220406295863296,11353445524311191552,Sell,USDT,USD,50.0,1.05,47.61,,0.13,,,,Cancelled,MAKE_TAKE,2022-05-01 23:12:10,2022-05-01T20:12:10.000000-0300,20,2022-05,2022,7,2022-05-01T00:00:00.000,47.61,0.13,,1.05,50.0,50.0,0.13,39.083333333333336,true,26
20354233971851857920,11353445524311191552,Sell,USDT,USD,60.0,1.05,57.14,,0.15,,,,Cancelled,MAKE_TAKE,2022-05-02 0:06:04,2022-05-01T21:06:04.000000-0300,21,2022-05,2022,7,2022-05-01T00:00:00.000,57.14,0.15,,1.05,60.0,60.0,0.15,53.9,true,27
20354293760504893440,11351976487292534784,Sell,USDT,UYU,3500.0,44.03,79.49,,0.06,,Prex,,Cancelled,EXPRESS,2022-05-02 4:03:39,2022-05-02T01:03:39.000000-0300,1,2022-05,2022,1,2022-05-02T00:00:00.000,79.49,0.06,,44.03,3500.0,79.49125596184419,0.06,237.58333333333334,true,28
20354474348043173888,11351976487292534784,Sell,USDT,UYU,5850.0,43.18,135.47,,0.1,,,,Cancelled,MAKE_TAKE,2022-05-02 16:01:14,2022-05-02T13:01:14.000000-0300,13,2022-05,2022,1,2022-05-02T00:00:00.000,135.47,0.1,,43.18,5850.0,135.47938860583605,0.1,717.5833333333334,true,29
20354489653162778624,11351976487292534784,Sell,USDT,UYU,4500.0,42.99,104.67,,0.08,,,,Cancelled,MAKE_TAKE,2022-05-02 17:02:03,2022-05-02T14:02:03.000000-0300,14,2022-05,2022,1,2022-05-02T00:00:00.000,104.67,0.08,,42.99,4500.0,104.675505931612,0.08,60.81666666666667,true,30
20354499726647668736,11351976487292534784,Sell,USDT,UYU,8641.0,42.99,201,,0.16,,,,Cancelled,MAKE_TAKE,2022-05-02 17:42:05,2022-05-02T14:42:05.000000-0300,14,2022-05,2022,1,2022-05-02T00:00:00.000,201.0,0.16,,42.99,8641.0,201.0002326122354,0.16,40.03333333333333,true,31
20354539560799178752,11351976487292534784,Sell,USDT,UYU,4500.0,42.99,104.67,,0.08,,Prex,,Cancelled,MAKE_TAKE,2022-05-02 20:20:22,2022-05-02T17:20:22.000000-0300,17,2022-05,2022,1,2022-05-02T00:00:00.000,104.67,0.08,,42.99,4500.0,104.675505931612,0.08,158.28333333333333,true,32
20354540407114801152,11351976487292534784,Sell,USDT,UYU,4500.0,42.99,104.67,,0.08,,Prex,,Cancelled,MAKE_TAKE,2022-05-02 20:23:44,2022-05-02T17:23:44.000000-0300,17,2022-05,2022,1,2022-05-02T00:00:00.000,104.67,0.08,,42.99,4500.0,104.675505931612,0.08,3.3666666666666667,false,32
20355743616700174336,11355623667507851264,Sell,USDT,UYU,80312.74,44.0,1825.28,,1.46,,,,Cancelled,MAKE_TAKE,2022-05-06 4:04:52,2022-05-06T01:04:52.000000-0300,1,2022-05,2022,5,2022-05-06T00:00:00.000,1825.28,1.46,,44.0,80312.74,1825.2895454545455,1.46,4781.133333333333,true,33
20355971947086671872,11355623667507851264,Sell,USDT,UYU,15000.0,43.5,344.82,,0.27,,,,Cancelled,MAKE_TAKE,2022-05-06 19:12:10,2022-05-06T16:12:10.000000-0300,16,2022-05,2022,5,2022-05-06T00:00:00.000,344.82,0.27,,43.5,15000.0,344.82758620689657,0.27,907.3,true,34
20355993661606494208,11355623667507851264,Sell,USDT,UYU,42389.0,43.7,970,,0.77,,Prex,,Cancelled,LITE_VERSION,2022-05-06 20:38:27,2022-05-06T17:38:27.000000-0300,17,2022-05,2022,5,2022-05-06T00:00:00.000,970.0,0.77,,43.7,42389.0,969.9999999999999,0.77,86.28333333333333,true,35
20356018045659336704,11355623667507851264,Sell,USDT,UYU,10600.0,43.7,242.56,,0.19,,,,Cancelled,MAKE_TAKE,2022-05-06 22:15:21,2022-05-06T19:15:21.000000-0300,19,2022-05,2022,5,2022-05-06T00:00:00.000,242.56,0.19,,43.7,10600.0,242.56292906178487,0.19,96.9,true,36
20356018633405702144,11355623667507851264,Sell,USDT,UYU,15000.0,43.7,343.24,,0.27,,,,Cancelled,MAKE_TAKE,2022-05-06 22:17:40,2022-05-06T19:17:40.000000-0300,19,2022-05,2022,5,2022-05-06T00:00:00.000,343.24,0.27,,43.7,15000.0,343.2494279176201,0.27,2.316666666666667,false,36
20357047956850003968,11357033952202432512,Sell,USDT,UYU,35500.0,44.09,805.17,,0.64,,,,Cancelled,MAKE_TAKE,2022-05-09 18:27:51,2022-05-09T15:27:51.000000-0300,15,2022-05,2022,1,2022-05-09T00:00:00.000,805.17,0.64,,44.09,35500.0,805.1712406441369,0.64,4090.1833333333334,true,37
20357083116432048128,11357033952202432512,Sell,USDT,UYU,10000.0,44.49,224.76,,0.17,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-05-09 20:47:33,2022-05-09T17:47:33.000000-0300,17,2022-05,2022,1,2022-05-09T00:00:00.000,224.76,0.17,,44.49,10000.0,224.7696111485727,0.17,139.7,true,38
20357095871718129664,11357033952202432512,Sell,USDT,UYU,5000.0,44.51,112.33,,0.08,,,,Cancelled,MAKE_TAKE,2022-05-09 21:38:14,2022-05-09T18:38:14.000000-0300,18,2022-05,2022,1,2022-05-09T00:00:00.000,112.33,0.08,,44.51,5000.0,112.33430689732644,0.08,50.68333333333333,true,39
20357406865320714240,11357033952202432512,Sell,USDT,UYU,1500.0,44.44,33.75,,0.02,,,,Cancelled,MAKE_TAKE,2022-05-10 18:14:01,2022-05-10T15:14:01.000000-0300,15,2022-05,2022,2,2022-05-10T00:00:00.000,33.75,0.02,,44.44,1500.0,33.753375337533754,0.02,1235.7833333333333,true,40
20357414778749657088,11352904429619052544,Buy,USDT,UYU,606.12,41.01,14.77,,0.01,,OcaBlue,,Cancelled,MAKE_TAKE,2022-05-10 18:45:28,2022-05-10T15:45:28.000000-0300,15,2022-05,2022,2,2022-05-10T00:00:00.000,14.77,0.01,,41.01,606.12,14.779809802487199,0.01,31.45,true,41
20358221940619972608,11358117684752134144,Sell,USDT,UYU,12400.0,44.64,277.77,,0.22,,,,Cancelled,MAKE_TAKE,2022-05-13 0:12:50,2022-05-12T21:12:50.000000-0300,21,2022-05,2022,4,2022-05-12T00:00:00.000,277.77,0.22,,44.64,12400.0,277.77777777777777,0.22,3207.366666666667,true,42
20358235248076046336,11357584127944273920,Buy,USDT,USD,349.99,984.0,355.68,,0.99,,OcaBlue,,Cancelled,MAKE_TAKE,2022-05-13 1:05:43,2022-05-12T22:05:43.000000-0300,22,2022-05,2022,4,2022-05-12T00:00:00.000,355.68,0.99,,0.984,349.99,349.99,0.99,52.88333333333333,true,43
20358943751542775808,11358117684752134144,Sell,USDT,UYU,8000.0,45.13,177.26,,0.14,,,,Cancelled,MAKE_TAKE,2022-05-15 0:01:03,2022-05-14T21:01:03.000000-0300,21,2022-05,2022,6,2022-05-14T00:00:00.000,177.26,0.14,,45.13,8000.0,177.26567693330378,0.14,2815.3333333333335,true,44
20359177821815148544,11358117684752134144,Sell,USDT,UYU,1037.07,45.09,23,,0.01,,,,Cancelled,MAKE_TAKE,2022-05-15 15:31:10,2022-05-15T12:31:10.000000-0300,12,2022-05,2022,7,2022-05-15T00:00:00.000,23.0,0.01,,45.09,1037.07,22.999999999999996,0.01,930.1166666666667,true,45
20359183218264424448,11358117684752134144,Sell,USDT,UYU,1037.07,45.09,23,,0.01,,,,Cancelled,MAKE_TAKE,2022-05-15 15:52:36,2022-05-15T12:52:36.000000-0300,12,2022-05,2022,7,2022-05-15T00:00:00.000,23.0,0.01,,45.09,1037.07,22.999999999999996,0.01,21.433333333333334,false,45
20359186832035549184,11358117684752134144,Sell,USDT,UYU,1037.07,45.09,23,,0.01,,,,Cancelled,MAKE_TAKE,2022-05-15 16:06:58,2022-05-15T13:06:58.000000-0300,13,2022-05,2022,7,2022-05-15T00:00:00.000,23.0,0.01,,45.09,1037.07,22.999999999999996,0.01,14.366666666666667,false,45
20359189988415614976,11358117684752134144,Sell,USDT,UYU,1037.07,45.09,23,,0.01,,,,Cancelled,MAKE_TAKE,2022-05-15 16:19:30,2022-05-15T13:19:30.000000-0300,13,2022-05,2022,7,2022-05-15T00:00:00.000,23.0,0.01,,45.09,1037.07,22.999999999999996,0.01,12.533333333333333,false,45
20359616962933305344,11358117684752134144,Sell,USDT,UYU,800.0,44.39,18.02,,0.01,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-05-16 20:36:09,2022-05-16T17:36:09.000000-0300,17,2022-05,2022,1,2022-05-16T00:00:00.000,18.02,0.01,,44.39,800.0,18.022077044379365,0.01,1696.65,true,46
20362268023189385216,11357583723866787840,Buy,USDT,USD,192.0,0.96,200,,0.56,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-05-24 4:10:31,2022-05-24T01:10:31.000000-0300,1,2022-05,2022,2,2022-05-24T00:00:00.000,200.0,0.56,,0.96,192.0,192.0,0.56,10534.366666666667,true,47
20362958780566913024,11358117684752134144,Sell,USDT,UYU,29567.7,41.94,705,,0.56,,,,Cancelled,MAKE_TAKE,2022-05-26 1:55:20,2022-05-25T22:55:20.000000-0300,22,2022-05,2022,3,2022-05-25T00:00:00.000,705.0,0.56,,41.94,29567.7,705.0,0.56,2744.8166666666666,true,48
20363187847878995968,11358117684752134144,Sell,USDT,UYU,500.0,41.8,11.96,,0.0,,,,Cancelled,MAKE_TAKE,2022-05-26 17:05:34,2022-05-26T14:05:34.000000-0300,14,2022-05,2022,4,2022-05-26T00:00:00.000,11.96,0.0,,41.8,500.0,11.961722488038278,0.0,910.2333333333333,true,49
20363219324032978944,11352904429619052544,Buy,USDT,UYU,511.68,39.36,13,,0.01,,BankRepublicUruguay,,Cancelled,MAKE_TAKE,2022-05-26 19:10:39,2022-05-26T16:10:39.000000-0300,16,2022-05,2022,4,2022-05-26T00:00:00.000,13.0,0.01,,39.36,511.68,13.0,0.01,125.08333333333333,true,50
20363233565576839168,11352904429619052544,Buy,USDT,UYU,511.68,39.36,13,,0.01,,BankRepublicUruguay,,Cancelled,MAKE_TAKE,2022-05-26 20:07:14,2022-05-26T17:07:14.000000-0300,17,2022-05,2022,4,2022-05-26T00:00:00.000,13.0,0.01,,39.36,511.68,13.0,0.01,56.583333333333336,true,51
20363470992905609216,11363269013619032064,Sell,USDT,UYU,879.9,41.9,21,,0.01,,OcaBlue,,Cancelled,MAKE_TAKE,2022-05-27 11:50:41,2022-05-27T08:50:41.000000-0300,8,2022-05,2022,5,2022-05-27T00:00:00.000,21.0,0.01,,41.9,879.9,21.0,0.01,943.45,true,52
20363662615050797056,11363605925688901632,Sell,USDT,UYU,4235.94,41.94,101,,0.08,,,,Cancelled,MAKE_TAKE,2022-05-28 0:32:08,2022-05-27T21:32:08.000000-0300,21,2022-05,2022,5,2022-05-27T00:00:00.000,101.0,0.08,,41.94,4235.94,101.0,0.08,761.45,true,53
20363696239779545088,11363687675065163776,Sell,USDT,UYU,4500.0,41.37,108.77,,0.08,,BankRepublicUruguay,,Cancelled,LITE_VERSION,2022-05-28 2:45:44,2022-05-27T23:45:44.000000-0300,23,2022-05,2022,5,2022-05-27T00:00:00.000,108.77,0.08,,41.37,4500.0,108.77447425670776,0.08,133.6,true,54
20364680677094490112,11352904429619052544,Buy,USDT,UYU,8215.79,39.31,209,,0.16,,BankRepublicUruguay,,Cancelled,MAKE_TAKE,2022-05-30 19:57:33,2022-05-30T16:57:33.000000-0300,16,2022-05,2022,1,2022-05-30T00:00:00.000,209.0,0.16,,39.31,8215.79,209.0,0.16,3911.8166666666666,true,55
20364717302320640000,11363687675065163776,Sell,USDT,UYU,42000.0,41.49,1012.29,,0.8,,,,Cancelled,MAKE_TAKE,2022-05-30 22:23:05,2022-05-30T19:23:05.000000-0300,19,2022-05,2022,1,2022-05-30T00:00:00.000,1012.29,0.8,,41.49,42000.0,1012.292118582791,0.8,145.53333333333333,true,56
20365049378284445696,11363687675065163776,Sell,USDT,UYU,59500.0,42.0,1416.66,,1.13,,,,Cancelled,MAKE_TAKE,2022-05-31 20:22:38,2022-05-31T17:22:38.000000-0300,17,2022-05,2022,2,2022-05-31T00:00:00.000,1416.66,1.13,,42.0,59500.0,1416.6666666666667,1.13,1319.55,true,57
20365373056951721984,11363687675065163776,Sell,USDT,UYU,70000.0,42.29,1655.23,,1.32,,,,Cancelled,MAKE_TAKE,2022-06-01 17:48:49,2022-06-01T14:48:49.000000-0300,14,2022-06,2022,3,2022-06-01T00:00:00.000,1655.23,1.32,,42.29,70000.0,1655.2376448332939,1.32,1286.1833333333334,true,58
20366544085480636416,11366507717793923072,Sell,USDT,UYU,6580.08,42.18,156,,0.12,,RedPagos,,Cancelled,MAKE_TAKE,2022-06-04 23:22:04,2022-06-04T20:22:04.000000-0300,20,2022-06,2022,6,2022-06-04T00:00:00.000,156.0,0.12,,42.18,6580.08,156.0,0.12,4653.25,true,59
20366908215754260480,11366434285007085568,Sell,USDT,UYU,500.0,41.86,11.94,,0.0,,OcaBlue,,Cancelled,MAKE_TAKE,2022-06-05 23:28:59,2022-06-05T20:28:59.000000-0300,20,2022-06,2022,7,2022-06-05T00:00:00.000,11.94,0.0,,41.86,500.0,11.944577161968466,0.0,1446.9166666666667,true,60
20367146593399422976,11366434285007085568,Sell,USDT,UYU,2100.0,41.45,50.66,,0.04,,OcaBlue,,Cancelled,MAKE_TAKE,2022-06-06 15:16:13,2022-06-06T12:16:13.000000-0300,12,2022-06,2022,1,2022-06-06T00:00:00.000,50.66,0.04,,41.45,2100.0,50.663449939686366,0.04,947.2333333333333,true,61
20367254340472676352,11363687675065163776,Sell,USDT,UYU,3652.0,41.5,88,,0.07,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-06-06 22:24:22,2022-06-06T19:24:22.000000-0300,19,2022-06,2022,1,2022-06-06T00:00:00.000,88.0,0.07,,41.5,3652.0,88.0,0.07,428.15,true,62
20367679395523686400,11367353753207705600,Sell,USDT,UYU,2000.0,42.4,47.16,,0.03,,,,Cancelled,MAKE_TAKE,2022-06-08 2:33:23,2022-06-07T23:33:23.000000-0300,23,2022-06,2022,2,2022-06-07T00:00:00.000,47.16,0.03,,42.4,2000.0,47.16981132075472,0.03,1689.0166666666667,true,63
20367898668820070400,11367353753207705600,Sell,USDT,UYU,4208.67,41.67,101,,0.08,,ItauUruguay,,Cancelled,MAKE_TAKE,2022-06-08 17:04:42,2022-06-08T14:04:42.000000-0300,14,2022-06,2022,3,2022-06-08T00:00:00.000,101.0,0.08,,41.67,4208.67,101.0,0.08,871.3166666666667,true,64
20367975830496067584,11367353753207705600,Sell,USDT,UYU,12800.0,41.57,307.91,,0.24,,,,Cancelled,MAKE_TAKE,2022-06-08 22:11:18,2022-06-08T19:11:18.000000-0300,19,2022-06,2022,3,2022-06-08T00:00:00.000,307.91,0.24,,41.57,12800.0,307.91436131825833,0.24,306.6,true,65
20368241772617867264,11367655494328254464,Buy,USDT,UYU,14640.15,40.11,365,,0.29,,OcaBlue,,Cancelled,MAKE_TAKE,2022-06-09 15:48:04,2022-06-09T12:48:04.000000-0300,12,2022-06,2022,4,2022-06-09T00:00:00.000,365.0,0.29,,40.11,14640.15,365.0,0.29,1056.7666666666667,true,66
20368959389288579072,11368681754190082048,Sell,USDT,UYU,146700.0,41.7,3517.98,,2.81,,,,Cancelled,MAKE_TAKE,2022-06-11 15:19:37,2022-06-11T12:19:37.000000-0300,12,2022-06,2022,6,2022-06-11T00:00:00.000,3517.98,2.81,,41.7,146700.0,3517.985611510791,2.81,2851.55,true,67
20369324973376790528,11368681754190082048,Sell,USDT,UYU,2500.0,42.17,59.28,,0.04,,,,Cancelled,MAKE_TAKE,2022-06-12 15:32:19,2022-06-12T12:32:19.000000-0300,12,2022-06,2022,7,2022-06-12T00:00:00.000,59.28,0.04,,42.17,2500.0,59.28385107896609,0.04,1452.7,true,68
20369701186302582784,11369674323809263616,Sell,USDT,UYU,500.0,42.23,11.83,,0.0,,,,Cancelled,MAKE_TAKE,2022-06-13 16:27:15,2022-06-13T13:27:15.000000-0300,13,2022-06,2022,1,2022-06-13T00:00:00.000,11.83,0.0,,42.23,500.0,11.839924224484964,0.0,1494.9333333333334,true,69
20369722478512250880,11369674323809263616,Sell,USDT,UYU,2500.0,42.35,59.03,,0.04,,,,Cancelled,MAKE_TAKE,2022-06-13 17:51:52,2022-06-13T14:51:52.000000-0300,14,2022-06,2022,1,2022-06-13T00:00:00.000,59.03,0.04,,42.35,2500.0,59.031877213695395,0.04,84.61666666666666,true,70
20369776456749973504,11369674323809263616,Sell,USDT,UYU,91978.56,42.16,2181.65,,1.74,,,,Cancelled,MAKE_TAKE,2022-06-13 21:26:21,2022-06-13T18:26:21.000000-0300,18,2022-06,2022,1,2022-06-13T00:00:00.000,2181.65,1.74,,42.16,91978.56,2181.654648956357,1.74,214.48333333333332,true,71
20369821098505240576,11369674323809263616,Sell,USDT,UYU,43000.0,42.35,1015.34,,0.81,,,,Cancelled,MAKE_TAKE,2022-06-14 0:23:44,2022-06-13T21:23:44.000000-0300,21,2022-06,2022,1,2022-06-13T00:00:00.000,1015.34,0.81,,42.35,43000.0,1015.3482880755607,0.81,177.38333333333333,true,72
20369826156796305408,11369674323809263616,Sell,USDT,UYU,2000.0,42.35,47.22,,0.03,,,,Cancelled,MAKE_TAKE,2022-06-14 0:43:51,2022-06-13T21:43:51.000000-0300,21,2022-06,2022,1,2022-06-13T00:00:00.000,47.22,0.03,,42.35,2000.0,47.22550177095631,0.03,20.116666666666667,false,72
20370490175725518848,11369877738924466176,Sell,USDT,UYU,41000.0,42.15,972.71,,0.77,,,,Cancelled,MAKE_TAKE,2022-06-15 20:42:25,2022-06-15T17:42:25.000000-0300,17,2022-06,2022,3,2022-06-15T00:00:00.000,972.71,0.77,,42.15,41000.0,972.7164887307237,0.77,2638.5666666666666,true,73
