date,return
2022-04-29,
2022-05-01,-0.004739336492890933
2022-05-12,-0.06285714285714294
2022-05-24,-0.024390243902439046
2022-07-25,0.14583333333333348
2022-07-28,-0.045454545454545525
2022-07-29,-0.0019047619047618536
2022-08-02,0.000954198473282375
2022-08-03,-0.010486177311725409
2022-08-04,0.01637764932562602
2022-08-05,-0.016113744075829328
2022-08-06,0.0009633911368014392
2022-08-09,-0.0009624639076033503
2022-08-10,-0.036608863198458574
2022-08-12,0.038999999999999924
2022-08-14,0.0202117420596728
2022-08-17,464.58679245283014
2022-08-18,-0.9978947240447235
2022-08-19,0.018286814244465877
2022-08-20,0.01606805293005653
2022-08-23,-0.033488372093023244
2022-08-25,0.012993262752646784
2022-08-26,-0.012826603325415742
2022-08-29,0.03464870067372483
2022-08-31,-0.007441860465116301
2022-09-01,-0.026241799437675795
2022-09-03,-0.04234841193455241
2022-09-05,0.09045226130653261
2022-09-06,-0.04239631336405536
2022-09-08,0.025024061597690217
2022-09-10,0.0
2022-09-13,0.004381846635367781
2022-09-14,-0.028669367404175694
2022-09-15,0.012512030798845108
2022-09-16,-0.005228136882129308
2022-09-19,-0.008122312470138504
2022-09-20,-0.012042389210019433
2022-09-21,0.012189176011701885
2022-09-27,0.045279383429672304
2022-09-29,-0.04239631336405536
2022-09-30,-0.00048123195380167516
2022-10-01,0.04477611940298498
2022-10-04,-0.04239631336405536
2022-10-06,-0.13378248315688157
2022-10-07,0.0011111111111110628
2022-10-08,-0.0011098779134295356
2022-10-09,0.0
2022-10-10,0.0011111111111110628
2022-10-11,0.0
2022-10-14,-0.0011098779134295356
2022-10-19,0.1777777777777778
2022-10-21,-0.15000000000000002
2022-11-04,0.049944506104328434
2022-11-12,0.12050739957716705
2022-11-13,-0.14622641509433965
2022-11-16,0.14364640883977886
2022-11-17,0.0028985507246377384
2022-11-18,0.005138086062941527
2022-11-19,0.005431309904153414
2022-11-20,-0.011439466158245981
2022-11-22,0.010607521697203692
2022-11-27,-0.09017175572519087
2022-12-01,543.5065547981122
2022-12-02,-0.9980084247101718
2022-12-03,0.013539651837524147
2022-12-05,-0.00667938931297718
2022-12-06,-0.026416906820364905
2022-12-08,0.018253576714356123
2022-12-09,0.00032299741602037635
2022-12-10,0.010332579916047857
2022-12-11,0.0028763183125599667
2022-12-12,-0.016252390057361454
2022-12-15,-0.017006802721088343
2022-12-16,0.028175976272861947
2022-12-20,-0.1298076923076923
2022-12-28,0.07292817679558006
2023-01-06,0.02162718846549949
2023-01-09,0.042338709677419484
2023-01-18,-0.045454545454545525
2023-02-02,1000.0131712259372
2023-02-09,20.904453441295544
2023-02-20,-0.9999554099512051
2023-03-07,1015.5803108808291
2023-03-09,-0.9989908256880734
2023-03-23,-0.03535353535353525
2023-03-28,0.03560209424083771
2023-03-31,-0.034378159757330606
2023-04-11,0.02617801047120416
2023-04-29,0.08979591836734713
2023-04-30,-0.0009363295880150391
2023-05-03,-0.016869728209934376
2023-05-04,0.00524308865586276
2023-05-06,-0.004267425320056861
2023-05-07,0.00952380952380949
2023-05-08,-0.022955974842767235
2023-05-10,0.009011908593498319
2023-05-11,-0.004210526315789442
2023-05-18,-0.008264462809917328
2023-05-22,0.003875968992248069
2023-05-23,-0.005308880308880326
2023-05-25,-0.0014556040756914523
2023-05-29,0.008746355685131268
2023-05-30,0.0
2023-06-01,-0.0077071290944122905
2023-06-02,0.004854368932038833
2023-06-03,0.0
2023-06-06,0.0025764895330113724
2023-06-09,-0.008352071956312379
2023-06-10,0.0025915127955944417
2023-06-12,0.007108239095314994
2023-06-13,-0.005774783445620768
2023-06-14,0.002420135527589462
2023-06-15,0.012071463061323229
2023-06-16,-0.013835877862595325
2023-06-21,0.014997581035316676
2023-06-22,-0.0004766444232602307
2023-06-23,0.0007947862025117214
2023-06-27,-0.011753494282084054
2023-06-28,-0.0077145612343297865
2023-06-29,0.020408163265306145
2023-07-01,0.004761904761904745
2023-07-02,-0.018957345971563955
2023-07-03,0.007729468599034117
2023-07-05,-0.009587727708533333
2023-07-06,0.011616650532429773
2023-07-07,-0.014354066985645786
2023-07-08,0.005825242718446644
2023-07-10,-0.0017374517374519893
2023-07-11,-0.006961902920131435
2023-07-12,-0.0009737098344692052
2023-07-14,0.008771929824561209
2023-07-15,0.007729468599033895
2023-07-16,0.0019175455417066445
2023-07-22,-0.012440191387559696
2023-07-27,-0.0014534883720930258
2023-07-28,0.005337214944201918
2023-08-01,-0.0009652509652510188
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,-0.0009661835748790981
2023-08-06,-0.07156673114119927
2023-08-08,0.07604166666666656
2023-08-11,-0.0009680542110357404
2023-08-12,0.007751937984496138
2023-08-13,0.0
2023-08-16,-0.006730769230769318
2023-08-17,464.648596321394
2023-08-19,-0.9978933435894237
2023-08-20,0.02532894736842084
2023-08-21,-0.007699711260827691
2023-08-24,23036.02230843841
2023-08-27,-0.9999580231205453
2023-08-31,-0.006018054162487463
2023-09-05,0.00908173562058523
2023-09-15,0.03699999999999992
2023-09-16,0.010607521697203692
2023-09-17,0.000954198473282375
2023-09-19,-0.01843025103272944
2023-09-20,0.00420848170929089
2023-09-21,-0.005802707930367523
2023-09-22,0.005836575875486361
2023-09-23,-0.007092198581560405
2023-09-25,0.006168831168831046
2023-09-26,-0.0009680542110357404
2023-09-27,0.0
2023-09-28,0.0019379844961240345
2023-09-29,-0.0019342359767892114
2023-09-30,0.01744186046511631
2023-10-01,0.0
2023-10-02,-0.056190476190476235
2023-10-03,0.005045408678102881
