total_sessions,avg_operations_per_session,avg_session_duration_minutes,most_productive_session_volume,fastest_session_ops_per_hour,most_active_counterparty_sessions,avg_sessions_per_counterparty
1107,1.2791327913279134,3.44902137910268,199585.08000000002,200.0,966,6.4010989010989015
