session_id,num_operations,total_volume,avg_volume_per_op,total_quantity,session_start,session_end,unique_counterparties,dominant_fiat,dominant_asset,duration_minutes,operations_per_hour,volume_per_minute
350,1,837.0,837.0,814.99,2023-07-11T16:34:37.000000-0300,2023-07-11T16:34:37.000000-0300,1,USD,USDT,0.0,100.0,83700.0
351,2,1307.8,653.9,1274.65,2023-07-12T12:59:27.000000-0300,2023-07-12T13:04:39.000000-0300,1,USD,USDT,5.2,23.076923076923077,251.49999999999997
352,1,500.0,500.0,483.09,2023-07-14T13:54:39.000000-0300,2023-07-14T13:54:39.000000-0300,1,USD,USDT,0.0,100.0,50000.0
353,1,300.0,300.0,287.63,2023-07-15T23:14:36.000000-0300,2023-07-15T23:14:36.000000-0300,1,USD,USDT,0.0,100.0,30000.0
354,1,200.0,200.0,191.38,2023-07-16T12:11:45.000000-0300,2023-07-16T12:11:45.000000-0300,1,USD,USDT,0.0,100.0,20000.0
355,1,200.0,200.0,193.79,2023-07-22T20:13:55.000000-0300,2023-07-22T20:13:55.000000-0300,1,USD,USDT,0.0,100.0,20000.0
356,1,3399.95,3399.95,3297.72,2023-07-27T18:07:33.000000-0300,2023-07-27T18:07:33.000000-0300,1,USD,USDT,0.0,100.0,339995.0
357,1,230.0,230.0,223.3,2023-07-27T19:32:33.000000-0300,2023-07-27T19:32:33.000000-0300,1,USD,USDT,0.0,100.0,23000.0
358,1,200.0,200.0,193.42,2023-07-28T13:58:13.000000-0300,2023-07-28T13:58:13.000000-0300,1,USD,USDT,0.0,100.0,20000.0
359,1,250.0,250.0,241.77,2023-07-28T15:00:25.000000-0300,2023-07-28T15:00:25.000000-0300,1,USD,USDT,0.0,100.0,25000.0
360,1,500.0,500.0,480.76,2023-07-28T18:19:52.000000-0300,2023-07-28T18:19:52.000000-0300,1,USD,USDT,0.0,100.0,50000.0
361,1,3105.0,3105.0,3000.0,2023-08-01T22:04:43.000000-0300,2023-08-01T22:04:43.000000-0300,1,USD,USDT,0.0,100.0,310500.0
362,1,500.0,500.0,483.09,2023-08-02T15:02:35.000000-0300,2023-08-02T15:02:35.000000-0300,1,USD,USDT,0.0,100.0,50000.0
363,1,310.5,310.5,300.0,2023-08-03T17:19:04.000000-0300,2023-08-03T17:19:04.000000-0300,1,USD,USDT,0.0,100.0,31050.0
364,1,200.0,200.0,193.23,2023-08-03T19:00:45.000000-0300,2023-08-03T19:00:45.000000-0300,1,USD,USDT,0.0,100.0,20000.0
365,1,1200.0,1200.0,1159.42,2023-08-03T20:22:23.000000-0300,2023-08-03T20:22:23.000000-0300,1,USD,USDT,0.0,100.0,120000.0
366,1,2247.91,2247.91,2174.0,2023-08-04T10:25:08.000000-0300,2023-08-04T10:25:08.000000-0300,1,USD,USDT,0.0,100.0,224790.99999999997
367,1,1000.0,1000.0,967.11,2023-08-04T11:09:53.000000-0300,2023-08-04T11:09:53.000000-0300,1,USD,USDT,0.0,100.0,100000.0
368,1,201.6,201.6,210.0,2023-08-06T18:04:04.000000-0300,2023-08-06T18:04:04.000000-0300,1,USD,USDT,0.0,100.0,20160.0
369,1,105.0,105.0,101.64,2023-08-08T16:36:28.000000-0300,2023-08-08T16:36:28.000000-0300,1,USD,USDT,0.0,100.0,10500.0
370,1,200.0,200.0,193.79,2023-08-11T00:40:01.000000-0300,2023-08-11T00:40:01.000000-0300,1,USD,USDT,0.0,100.0,20000.0
371,1,200.0,200.0,192.3,2023-08-12T14:27:13.000000-0300,2023-08-12T14:27:13.000000-0300,1,USD,USDT,0.0,100.0,20000.0
372,1,520.0,520.0,500.0,2023-08-13T10:35:27.000000-0300,2023-08-13T10:35:27.000000-0300,1,USD,USDT,0.0,100.0,52000.0
373,1,300.0,300.0,288.46,2023-08-13T17:47:41.000000-0300,2023-08-13T17:47:41.000000-0300,1,USD,USDT,0.0,100.0,30000.0
374,1,300.0,300.0,290.41,2023-08-16T11:18:34.000000-0300,2023-08-16T11:18:34.000000-0300,1,USD,USDT,0.0,100.0,30000.0
375,1,1030.0,1030.0,1000.0,2023-08-17T11:42:56.000000-0300,2023-08-17T11:42:56.000000-0300,1,USD,USDT,0.0,100.0,103000.0
376,1,193.05,193.05,20088449.531,2023-08-17T19:06:16.000000-0300,2023-08-17T19:06:16.000000-0300,1,USD,BUSD,0.0,100.0,19305.0
377,3,1340.58,446.85999999999996,1369.85,2023-08-19T09:06:54.000000-0300,2023-08-19T09:34:45.000000-0300,1,USD,USDT,27.849999999999998,6.463195691202873,48.13572710951526
378,1,300.0,300.0,288.46,2023-08-19T18:36:29.000000-0300,2023-08-19T18:36:29.000000-0300,1,USD,USDT,0.0,100.0,30000.0
379,1,300.0,300.0,288.46,2023-08-19T20:29:56.000000-0300,2023-08-19T20:29:56.000000-0300,1,USD,USDT,0.0,100.0,30000.0
380,1,200.0,200.0,192.3,2023-08-19T21:50:11.000000-0300,2023-08-19T21:50:11.000000-0300,1,USD,USDT,0.0,100.0,20000.0
381,1,1800.0,1800.0,1732.43,2023-08-20T12:25:36.000000-0300,2023-08-20T12:25:36.000000-0300,1,USD,USDT,0.0,100.0,180000.0
382,1,310.0,310.0,300.67,2023-08-21T17:47:10.000000-0300,2023-08-21T17:47:10.000000-0300,1,USD,USDT,0.0,100.0,31000.0
383,1,313.73,313.73,1320.942,2023-08-24T18:25:52.000000-0300,2023-08-24T18:25:52.000000-0300,1,USD,BTC,0.0,100.0,31373.0
384,1,4228.79,4228.79,4241.51,2023-08-27T18:00:33.000000-0300,2023-08-27T18:00:33.000000-0300,1,USD,USDT,0.0,100.0,422879.0
385,1,168.47,168.47,170.0,2023-08-31T19:27:28.000000-0300,2023-08-31T19:27:28.000000-0300,1,USD,USDT,0.0,100.0,16847.0
386,1,200.0,200.0,200.0,2023-09-05T10:56:02.000000-0300,2023-09-05T10:56:02.000000-0300,1,USD,USDT,0.0,100.0,20000.0
387,1,206.2,206.2,200.0,2023-09-15T14:16:37.000000-0300,2023-09-15T14:16:37.000000-0300,1,USD,USDT,0.0,100.0,20620.0
388,1,500.0,500.0,480.76,2023-09-15T22:33:00.000000-0300,2023-09-15T22:33:00.000000-0300,1,USD,USDT,0.0,100.0,50000.0
389,1,1200.0,1200.0,1153.84,2023-09-15T23:21:19.000000-0300,2023-09-15T23:21:19.000000-0300,1,USD,USDT,0.0,100.0,120000.0
390,1,100.0,100.0,95.41,2023-09-16T14:56:47.000000-0300,2023-09-16T14:56:47.000000-0300,1,USD,USDT,0.0,100.0,10000.0
391,1,700.0,700.0,667.3,2023-09-17T13:26:24.000000-0300,2023-09-17T13:26:24.000000-0300,1,USD,USDT,0.0,100.0,70000.0
392,1,100.0,100.0,95.32,2023-09-17T22:32:24.000000-0300,2023-09-17T22:32:24.000000-0300,1,USD,USDT,0.0,100.0,10000.0
393,1,200.0,200.0,194.55,2023-09-19T12:44:34.000000-0300,2023-09-19T12:44:34.000000-0300,1,USD,USDT,0.0,100.0,20000.0
394,1,262.14,262.14,255.0,2023-09-19T15:18:18.000000-0300,2023-09-19T15:18:18.000000-0300,1,USD,USDT,0.0,100.0,26213.999999999996
395,1,350.0,350.0,338.81,2023-09-19T17:06:14.000000-0300,2023-09-19T17:06:14.000000-0300,1,USD,USDT,0.0,100.0,35000.0
396,1,200.0,200.0,193.42,2023-09-20T22:37:24.000000-0300,2023-09-20T22:37:24.000000-0300,1,USD,USDT,0.0,100.0,20000.0
397,1,200.0,200.0,194.55,2023-09-21T14:25:09.000000-0300,2023-09-21T14:25:09.000000-0300,1,USD,USDT,0.0,100.0,20000.0
398,1,1000.0,1000.0,967.11,2023-09-22T16:13:19.000000-0300,2023-09-22T16:13:19.000000-0300,1,USD,USDT,0.0,100.0,100000.0
399,1,162.35,162.35,165.67,2023-09-23T10:08:27.000000-0300,2023-09-23T10:08:27.000000-0300,1,USD,USDT,0.0,100.0,16235.0
400,1,20000.0,20000.0,489.71,2023-09-23T14:13:25.000000-0300,2023-09-23T14:13:25.000000-0300,1,UYU,USDT,0.0,100.0,2000000.0
401,1,100.0,100.0,95.23,2023-09-23T18:49:34.000000-0300,2023-09-23T18:49:34.000000-0300,1,USD,USDT,0.0,100.0,10000.0
402,1,100.0,100.0,95.23,2023-09-23T23:31:40.000000-0300,2023-09-23T23:31:40.000000-0300,1,USD,USDT,0.0,100.0,10000.0
403,1,880.0,880.0,851.88,2023-09-25T12:25:27.000000-0300,2023-09-25T12:25:27.000000-0300,1,USD,USDT,0.0,100.0,88000.0
404,1,810.0,810.0,784.12,2023-09-25T14:03:19.000000-0300,2023-09-25T14:03:19.000000-0300,1,USD,USDT,0.0,100.0,81000.0
405,1,810.0,810.0,784.12,2023-09-25T15:07:53.000000-0300,2023-09-25T15:07:53.000000-0300,1,USD,USDT,0.0,100.0,81000.0
406,1,154.8,154.8,150.0,2023-09-26T12:58:45.000000-0300,2023-09-26T12:58:45.000000-0300,1,USD,USDT,0.0,100.0,15480.0
407,1,256.0,256.0,248.06,2023-09-27T19:49:04.000000-0300,2023-09-27T19:49:04.000000-0300,1,USD,USDT,0.0,100.0,25600.0
408,1,100.0,100.0,96.89,2023-09-27T21:05:23.000000-0300,2023-09-27T21:05:23.000000-0300,1,USD,USDT,0.0,100.0,10000.0
409,1,2000.0,2000.0,1939.86,2023-09-28T16:47:19.000000-0300,2023-09-28T16:47:19.000000-0300,1,USD,USDT,0.0,100.0,200000.0
410,1,180.0,180.0,174.58,2023-09-28T17:50:01.000000-0300,2023-09-28T17:50:01.000000-0300,1,USD,USDT,0.0,100.0,18000.0
411,1,100.0,100.0,96.15,2023-09-28T19:19:31.000000-0300,2023-09-28T19:19:31.000000-0300,1,USD,USDT,0.0,100.0,10000.0
412,1,100.0,100.0,96.89,2023-09-29T15:24:00.000000-0300,2023-09-29T15:24:00.000000-0300,1,USD,USDT,0.0,100.0,10000.0
413,1,100.0,100.0,95.23,2023-09-30T18:20:05.000000-0300,2023-09-30T18:20:05.000000-0300,1,USD,USDT,0.0,100.0,10000.0
414,1,100.0,100.0,95.23,2023-10-01T11:50:54.000000-0300,2023-10-01T11:50:54.000000-0300,1,USD,USDT,0.0,100.0,10000.0
415,1,200.0,200.0,190.47,2023-10-01T13:17:17.000000-0300,2023-10-01T13:17:17.000000-0300,1,USD,USDT,0.0,100.0,20000.0
416,1,200.0,200.0,201.81,2023-10-02T21:44:06.000000-0300,2023-10-02T21:44:06.000000-0300,1,USD,USDT,0.0,100.0,20000.0
417,1,891.9,891.9,900.0,2023-10-03T01:09:11.000000-0300,2023-10-03T01:09:11.000000-0300,1,USD,USDT,0.0,100.0,89190.0
418,1,139.34,139.34,139.21,2023-10-03T09:36:20.000000-0300,2023-10-03T09:36:20.000000-0300,1,USD,USDT,0.0,100.0,13934.0
419,1,137.81,137.81,139.21,2023-10-05T14:05:07.000000-0300,2023-10-05T14:05:07.000000-0300,1,USD,USDT,0.0,100.0,13781.0
420,1,252.0,252.0,254.54,2023-10-05T17:57:13.000000-0300,2023-10-05T17:57:13.000000-0300,1,USD,USDT,0.0,100.0,25200.0
421,1,700.0,700.0,678.29,2023-10-11T17:47:05.000000-0300,2023-10-11T17:47:05.000000-0300,1,USD,USDT,0.0,100.0,70000.0
422,1,150.0,150.0,145.34,2023-10-11T20:50:33.000000-0300,2023-10-11T20:50:33.000000-0300,1,USD,USDT,0.0,100.0,15000.0
423,1,280.0,280.0,271.58,2023-10-12T11:57:11.000000-0300,2023-10-12T11:57:11.000000-0300,1,USD,USDT,0.0,100.0,28000.0
424,1,100.0,100.0,96.89,2023-10-12T18:01:31.000000-0300,2023-10-12T18:01:31.000000-0300,1,USD,USDT,0.0,100.0,10000.0
425,1,310.0,310.0,300.38,2023-10-12T19:01:17.000000-0300,2023-10-12T19:01:17.000000-0300,1,USD,USDT,0.0,100.0,31000.0
426,1,384.0,384.0,369.58,2023-10-13T09:19:07.000000-0300,2023-10-13T09:19:07.000000-0300,1,USD,USDT,0.0,100.0,38400.0
427,1,300.0,300.0,290.41,2023-10-13T09:49:59.000000-0300,2023-10-13T09:49:59.000000-0300,1,USD,USDT,0.0,100.0,30000.0
428,1,1000.0,1000.0,969.93,2023-10-13T15:21:10.000000-0300,2023-10-13T15:21:10.000000-0300,1,USD,USDT,0.0,100.0,100000.0
429,1,155.0,155.0,150.33,2023-10-13T16:18:17.000000-0300,2023-10-13T16:18:17.000000-0300,1,USD,USDT,0.0,100.0,15500.0
430,1,198.6,198.6,200.0,2023-10-13T21:18:11.000000-0300,2023-10-13T21:18:11.000000-0300,1,USD,USDT,0.0,100.0,19860.0
431,1,200.0,200.0,192.67,2023-10-13T22:42:55.000000-0300,2023-10-13T22:42:55.000000-0300,1,USD,USDT,0.0,100.0,20000.0
432,1,149.7,149.7,150.0,2023-10-14T00:05:54.000000-0300,2023-10-14T00:05:54.000000-0300,1,USD,USDT,0.0,100.0,14969.999999999998
433,2,220.0,110.0,209.92,2023-10-14T09:41:19.000000-0300,2023-10-14T09:44:11.000000-0300,1,USD,USDT,2.8666666666666667,41.860465116279066,76.74418604651163
434,1,490.0,490.0,467.55,2023-10-14T12:30:17.000000-0300,2023-10-14T12:30:17.000000-0300,1,USD,USDT,0.0,100.0,49000.0
435,2,214.0,107.0,204.19,2023-10-14T13:49:12.000000-0300,2023-10-14T14:03:15.000000-0300,1,USD,USDT,14.049999999999999,8.540925266903916,15.23131672597865
436,2,5200.0,2600.0,4952.38,2023-10-15T08:56:54.000000-0300,2023-10-15T08:58:34.000000-0300,1,USD,USDT,1.6666666666666667,72.0,3120.0
437,1,105.0,105.0,100.19,2023-10-15T16:57:02.000000-0300,2023-10-15T16:57:02.000000-0300,1,USD,USDT,0.0,100.0,10500.0
438,2,1500.0,750.0,1431.28,2023-10-15T18:19:57.000000-0300,2023-10-15T18:26:10.000000-0300,1,USD,USDT,6.216666666666667,19.302949061662197,241.28686327077747
439,1,100.0,100.0,95.41,2023-10-15T20:22:43.000000-0300,2023-10-15T20:22:43.000000-0300,1,USD,USDT,0.0,100.0,10000.0
440,1,1500.0,1500.0,1431.29,2023-10-16T13:54:25.000000-0300,2023-10-16T13:54:25.000000-0300,1,USD,USDT,0.0,100.0,150000.0
441,1,100.0,100.0,95.41,2023-10-16T19:23:28.000000-0300,2023-10-16T19:23:28.000000-0300,1,USD,USDT,0.0,100.0,10000.0
442,1,445.0,445.0,424.61,2023-10-16T22:23:08.000000-0300,2023-10-16T22:23:08.000000-0300,1,USD,USDT,0.0,100.0,44500.0
443,1,300.0,300.0,290.13,2023-10-17T09:06:17.000000-0300,2023-10-17T09:06:17.000000-0300,1,USD,USDT,0.0,100.0,30000.0
444,1,200.0,200.0,193.98,2023-10-17T10:58:26.000000-0300,2023-10-17T10:58:26.000000-0300,1,USD,USDT,0.0,100.0,20000.0
445,2,460.0,230.0,446.30000000000007,2023-10-17T11:47:18.000000-0300,2023-10-17T12:07:07.000000-0300,1,USD,USDT,19.816666666666666,6.055508830950378,23.21278385197645
446,1,150.0,150.0,145.77,2023-10-17T14:24:39.000000-0300,2023-10-17T14:24:39.000000-0300,1,USD,USDT,0.0,100.0,15000.0
447,1,112.1,112.1,118.0,2023-10-17T16:04:27.000000-0300,2023-10-17T16:04:27.000000-0300,1,USD,USDT,0.0,100.0,11210.0
448,1,100.0,100.0,97.18,2023-10-17T17:30:41.000000-0300,2023-10-17T17:30:41.000000-0300,1,USD,USDT,0.0,100.0,10000.0
449,1,580.0,580.0,563.65,2023-10-18T15:11:31.000000-0300,2023-10-18T15:11:31.000000-0300,1,USD,USDT,0.0,100.0,58000.0
450,1,105.0,105.0,102.04,2023-10-18T19:24:04.000000-0300,2023-10-18T19:24:04.000000-0300,1,USD,USDT,0.0,100.0,10500.0
451,1,100.0,100.0,96.89,2023-10-19T15:25:00.000000-0300,2023-10-19T15:25:00.000000-0300,1,USD,USDT,0.0,100.0,10000.0
452,1,350.0,350.0,339.14,2023-10-19T23:06:43.000000-0300,2023-10-19T23:06:43.000000-0300,1,USD,USDT,0.0,100.0,35000.0
453,1,100.0,100.0,97.08,2023-10-20T10:32:11.000000-0300,2023-10-20T10:32:11.000000-0300,1,USD,USDT,0.0,100.0,10000.0
454,1,103.0,103.0,100.0,2023-10-20T13:08:19.000000-0300,2023-10-20T13:08:19.000000-0300,1,USD,USDT,0.0,100.0,10300.0
455,1,200.0,200.0,194.17,2023-10-20T14:22:19.000000-0300,2023-10-20T14:22:19.000000-0300,1,USD,USDT,0.0,100.0,20000.0
456,1,247.88,247.88,240.66,2023-10-20T21:21:55.000000-0300,2023-10-20T21:21:55.000000-0300,1,USD,USDT,0.0,100.0,24788.0
457,1,208.0,208.0,200.0,2023-10-21T12:00:08.000000-0300,2023-10-21T12:00:08.000000-0300,1,USD,USDT,0.0,100.0,20800.0
458,1,5000.0,5000.0,4793.86,2023-10-22T11:37:50.000000-0300,2023-10-22T11:37:50.000000-0300,1,USD,USDT,0.0,100.0,500000.0
459,1,530.0,530.0,512.57,2023-10-23T09:15:08.000000-0300,2023-10-23T09:15:08.000000-0300,1,USD,USDT,0.0,100.0,53000.0
460,2,440.0,220.0,427.58,2023-10-23T12:14:05.000000-0300,2023-10-23T12:15:11.000000-0300,1,USD,USDT,1.1,109.0909090909091,399.99999999999994
461,1,300.0,300.0,292.11,2023-10-23T14:28:19.000000-0300,2023-10-23T14:28:19.000000-0300,1,USD,USDT,0.0,100.0,30000.0
462,2,2170.0,1085.0,2112.75,2023-10-23T16:24:58.000000-0300,2023-10-23T16:49:18.000000-0300,1,USD,USDT,24.333333333333332,4.9315068493150696,89.17808219178083
463,3,5500.0,1833.3333333333333,5339.79,2023-10-23T19:35:03.000000-0300,2023-10-23T19:53:56.000000-0300,1,USD,USDT,18.883333333333333,9.532215357458076,291.2621359223301
464,1,3090.0,3090.0,3000.0,2023-10-23T20:35:07.000000-0300,2023-10-23T20:35:07.000000-0300,1,USD,USDT,0.0,100.0,309000.0
465,1,1000.0,1000.0,973.7,2023-10-23T23:13:17.000000-0300,2023-10-23T23:13:17.000000-0300,1,USD,USDT,0.0,100.0,100000.0
466,1,2055.0,2055.0,2000.97,2023-10-24T14:01:06.000000-0300,2023-10-24T14:01:06.000000-0300,1,USD,USDT,0.0,100.0,205500.0
467,3,3056.0,1018.6666666666666,2972.76,2023-10-24T14:59:41.000000-0300,2023-10-24T15:13:58.000000-0300,1,USD,USDT,14.283333333333333,12.602100350058343,213.9556592765461
468,5,1920.0,384.0,1867.69,2023-10-24T16:27:40.000000-0300,2023-10-24T17:26:29.000000-0300,1,USD,USDT,58.81666666666666,5.100595069424767,32.64380844431851
469,1,2056.0,2056.0,2000.0,2023-10-24T22:38:53.000000-0300,2023-10-24T22:38:53.000000-0300,1,USD,USDT,0.0,100.0,205600.0
470,1,200.0,200.0,194.17,2023-10-25T09:45:20.000000-0300,2023-10-25T09:45:20.000000-0300,1,USD,USDT,0.0,100.0,20000.0
471,2,2274.84,1137.42,2212.87,2023-10-25T11:48:13.000000-0300,2023-10-25T11:49:10.000000-0300,1,USD,USDT,0.95,126.31578947368423,2394.568421052632
472,1,200.0,200.0,194.55,2023-10-25T15:48:16.000000-0300,2023-10-25T15:48:16.000000-0300,1,USD,USDT,0.0,100.0,20000.0
473,1,818.8,818.8,798.05,2023-10-26T15:11:09.000000-0300,2023-10-26T15:11:09.000000-0300,1,USD,USDT,0.0,100.0,81880.0
474,1,300.0,300.0,291.82,2023-10-27T09:35:51.000000-0300,2023-10-27T09:35:51.000000-0300,1,USD,USDT,0.0,100.0,30000.0
475,1,1000.0,1000.0,973.7,2023-10-27T15:43:07.000000-0300,2023-10-27T15:43:07.000000-0300,1,USD,USDT,0.0,100.0,100000.0
476,1,121.13,121.13,127.51,2023-10-28T15:54:37.000000-0300,2023-10-28T15:54:37.000000-0300,1,USD,USDT,0.0,100.0,12113.0
477,1,1500.0,1500.0,1443.69,2023-10-29T17:55:48.000000-0300,2023-10-29T17:55:48.000000-0300,1,USD,USDT,0.0,100.0,150000.0
478,1,993.0,993.0,1000.0,2023-10-30T17:43:05.000000-0300,2023-10-30T17:43:05.000000-0300,1,USD,BUSD,0.0,100.0,99300.0
479,1,200.0,200.0,194.74,2023-10-30T21:05:27.000000-0300,2023-10-30T21:05:27.000000-0300,1,USD,USDT,0.0,100.0,20000.0
480,1,3081.0,3081.0,3000.0,2023-10-31T16:27:32.000000-0300,2023-10-31T16:27:32.000000-0300,1,USD,USDT,0.0,100.0,308100.0
481,1,200.0,200.0,193.61,2023-11-01T14:04:26.000000-0300,2023-11-01T14:04:26.000000-0300,1,USD,USDT,0.0,100.0,20000.0
482,1,500.0,500.0,484.02,2023-11-01T16:33:14.000000-0300,2023-11-01T16:33:14.000000-0300,1,USD,USDT,0.0,100.0,50000.0
483,1,600.0,600.0,581.39,2023-11-01T18:30:03.000000-0300,2023-11-01T18:30:03.000000-0300,1,USD,USDT,0.0,100.0,60000.0
484,3,716.6,238.86666666666667,690.35,2023-11-02T14:50:34.000000-0300,2023-11-02T15:30:47.000000-0300,1,USD,USDT,40.21666666666667,4.4757563199336925,17.8184832159138
485,1,250.0,250.0,240.84,2023-11-02T21:41:28.000000-0300,2023-11-02T21:41:28.000000-0300,1,USD,USDT,0.0,100.0,25000.0
486,1,100.0,100.0,97.08,2023-11-03T11:08:33.000000-0300,2023-11-03T11:08:33.000000-0300,1,USD,USDT,0.0,100.0,10000.0
487,1,150.0,150.0,145.63,2023-11-03T12:07:37.000000-0300,2023-11-03T12:07:37.000000-0300,1,USD,USDT,0.0,100.0,15000.0
488,1,100.0,100.0,97.08,2023-11-03T12:55:29.000000-0300,2023-11-03T12:55:29.000000-0300,1,USD,USDT,0.0,100.0,10000.0
489,1,1000.0,1000.0,971.81,2023-11-03T17:38:54.000000-0300,2023-11-03T17:38:54.000000-0300,1,USD,USDT,0.0,100.0,100000.0
490,1,210.08,210.08,202.0,2023-11-03T22:51:39.000000-0300,2023-11-03T22:51:39.000000-0300,1,USD,USDT,0.0,100.0,21008.0
491,1,200.0,200.0,193.42,2023-11-04T17:47:19.000000-0300,2023-11-04T17:47:19.000000-0300,1,USD,USDT,0.0,100.0,20000.0
492,1,200.0,200.0,193.42,2023-11-04T20:05:08.000000-0300,2023-11-04T20:05:08.000000-0300,1,USD,USDT,0.0,100.0,20000.0
493,1,405.0,405.0,391.68,2023-11-04T22:08:37.000000-0300,2023-11-04T22:08:37.000000-0300,1,USD,USDT,0.0,100.0,40500.0
494,1,300.0,300.0,290.13,2023-11-05T12:56:27.000000-0300,2023-11-05T12:56:27.000000-0300,1,USD,USDT,0.0,100.0,30000.0
495,1,300.0,300.0,290.13,2023-11-05T15:56:46.000000-0300,2023-11-05T15:56:46.000000-0300,1,USD,USDT,0.0,100.0,30000.0
496,1,298.0,298.0,286.53,2023-11-05T21:18:55.000000-0300,2023-11-05T21:18:55.000000-0300,1,USD,USDT,0.0,100.0,29800.0
497,1,600.0,600.0,576.92,2023-11-05T22:39:12.000000-0300,2023-11-05T22:39:12.000000-0300,1,USD,USDT,0.0,100.0,60000.0
498,1,500.0,500.0,483.09,2023-11-06T14:39:52.000000-0300,2023-11-06T14:39:52.000000-0300,1,USD,USDT,0.0,100.0,50000.0
499,1,621.0,621.0,600.0,2023-11-06T17:08:19.000000-0300,2023-11-06T17:08:19.000000-0300,1,USD,USDT,0.0,100.0,62100.0
500,1,500.0,500.0,483.55,2023-11-06T18:39:44.000000-0300,2023-11-06T18:39:44.000000-0300,1,USD,USDT,0.0,100.0,50000.0
501,1,520.0,520.0,502.9,2023-11-06T19:11:39.000000-0300,2023-11-06T19:11:39.000000-0300,1,USD,USDT,0.0,100.0,52000.0
502,1,300.0,300.0,288.46,2023-11-06T23:49:39.000000-0300,2023-11-06T23:49:39.000000-0300,1,USD,USDT,0.0,100.0,30000.0
503,3,3190.0,1063.3333333333333,3091.06,2023-11-08T16:36:44.000000-0300,2023-11-08T16:49:11.000000-0300,1,USD,USDT,12.45,14.457831325301205,256.22489959839356
504,1,206.6,206.6,200.0,2023-11-08T18:59:16.000000-0300,2023-11-08T18:59:16.000000-0300,1,USD,USDT,0.0,100.0,20660.0
505,1,200.0,200.0,193.61,2023-11-08T19:31:03.000000-0300,2023-11-08T19:31:03.000000-0300,1,USD,USDT,0.0,100.0,20000.0
506,2,400.0,200.0,387.22,2023-11-08T22:51:07.000000-0300,2023-11-08T22:54:41.000000-0300,1,USD,USDT,3.5666666666666664,33.64485981308412,112.14953271028038
507,1,256.0,256.0,248.3,2023-11-09T16:11:15.000000-0300,2023-11-09T16:11:15.000000-0300,1,USD,USDT,0.0,100.0,25600.0
508,1,540.0,540.0,521.23,2023-11-10T09:42:18.000000-0300,2023-11-10T09:42:18.000000-0300,1,USD,USDT,0.0,100.0,54000.0
509,1,890.0,890.0,859.9,2023-11-10T12:54:27.000000-0300,2023-11-10T12:54:27.000000-0300,1,USD,USDT,0.0,100.0,89000.0
510,1,215.0,215.0,206.92,2023-11-11T09:47:59.000000-0300,2023-11-11T09:47:59.000000-0300,1,USD,USDT,0.0,100.0,21500.0
511,1,196.14,196.14,206.47,2023-11-11T21:29:22.000000-0300,2023-11-11T21:29:22.000000-0300,1,USD,USDT,0.0,100.0,19614.0
512,3,4760.719999999999,1586.9066666666665,4708.53,2023-11-13T12:55:00.000000-0300,2023-11-13T13:21:54.000000-0300,1,USD,USDT,26.9,6.691449814126394,176.97843866171002
513,1,619.0,619.0,600.38,2023-11-13T15:14:36.000000-0300,2023-11-13T15:14:36.000000-0300,1,USD,USDT,0.0,100.0,61900.0
514,1,320.0,320.0,310.37,2023-11-13T16:39:48.000000-0300,2023-11-13T16:39:48.000000-0300,1,USD,USDT,0.0,100.0,32000.0
515,1,1180.0,1180.0,1144.51,2023-11-13T17:34:09.000000-0300,2023-11-13T17:34:09.000000-0300,1,USD,USDT,0.0,100.0,118000.0
516,1,800.0,800.0,775.94,2023-11-13T21:03:34.000000-0300,2023-11-13T21:03:34.000000-0300,1,USD,USDT,0.0,100.0,80000.0
517,1,250.0,250.0,242.71,2023-11-15T20:39:31.000000-0300,2023-11-15T20:39:31.000000-0300,1,USD,USDT,0.0,100.0,25000.0
518,1,250.0,250.0,242.71,2023-11-16T15:34:53.000000-0300,2023-11-16T15:34:53.000000-0300,1,USD,USDT,0.0,100.0,25000.0
519,1,200.0,200.0,194.36,2023-11-16T16:38:35.000000-0300,2023-11-16T16:38:35.000000-0300,1,USD,USDT,0.0,100.0,20000.0
520,1,6733.48,6733.48,6505.77,2023-11-16T19:56:29.000000-0300,2023-11-16T19:56:29.000000-0300,1,USD,USDT,0.0,100.0,673348.0
521,1,1000.0,1000.0,967.11,2023-11-17T10:13:21.000000-0300,2023-11-17T10:13:21.000000-0300,1,USD,USDT,0.0,100.0,100000.0
522,1,400.0,400.0,387.22,2023-11-17T13:15:01.000000-0300,2023-11-17T13:15:01.000000-0300,1,USD,USDT,0.0,100.0,40000.0
523,1,230.0,230.0,222.86,2023-11-17T19:22:31.000000-0300,2023-11-17T19:22:31.000000-0300,1,USD,USDT,0.0,100.0,23000.0
524,3,1184.0,394.6666666666667,1150.62,2023-11-17T22:34:29.000000-0300,2023-11-17T22:46:42.000000-0300,1,USD,USDT,12.216666666666667,14.733969986357435,96.91678035470669
525,1,380.0,380.0,369.64,2023-11-18T16:49:10.000000-0300,2023-11-18T16:49:10.000000-0300,1,USD,USDT,0.0,100.0,38000.0
526,1,4000.0,4000.0,3891.05,2023-11-18T18:46:35.000000-0300,2023-11-18T18:46:35.000000-0300,1,USD,USDT,0.0,100.0,400000.0
527,1,220.0,220.0,209.52,2023-11-18T22:06:03.000000-0300,2023-11-18T22:06:03.000000-0300,1,USD,USDT,0.0,100.0,22000.0
